term_id	term_name	genes_associated_in_db	source
MP:0008211	decreased mature B cell number	138	MGD
MP:0003720	abnormal neural tube closure	137	MGD
MP:0004753	abnormal miniature excitatory postsynaptic currents	137	MGD
MP:0000547	short limbs	136	MGD
MP:0004901	decreased male germ cell number	136	MGD
MP:0005669	increased circulating leptin level	136	MGD
MP:0008561	decreased tumor necrosis factor secretion	136	MGD
MP:0000585	kinked tail	135	MGD
MP:0000920	abnormal myelination	135	MGD
MP:0001312	abnormal cornea morphology	135	MGD
MP:0001216	abnormal epidermal layer morphology	134	MGD
MP:0002086	abnormal extraembryonic tissue morphology	134	MGD
MP:0005425	increased macrophage cell number	134	MGD
MP:0001176	abnormal lung development	133	MGD
MP:0002962	increased urine protein level	133	MGD
MP:0009674	decreased birth weight	133	MGD
MP:0011939	increased food intake	133	MGD
MP:0000189	hypoglycemia	132	MGD
MP:0002376	abnormal dendritic cell physiology	132	MGD
MP:0002910	abnormal excitatory postsynaptic currents	132	MGD
MP:0005015	increased T cell number	132	MGD
MP:0005289	increased oxygen consumption	132	MGD
MP:0002591	decreased mean corpuscular volume	131	MGD
MP:0011704	decreased fibroblast proliferation	131	MGD
MP:0000562	polydactyly	130	MGD
MP:0001488	increased startle reflex	130	MGD
MP:0002113	abnormal skeleton development	130	MGD
MP:0002702	decreased circulating free fatty acid level	130	MGD
MP:0002743	glomerulonephritis	130	MGD
MP:0003447	decreased tumor growth/size	130	MGD
MP:0004021	abnormal rod electrophysiology	130	MGD
MP:0001505	hunched posture	129	MGD
MP:0002229	neurodegeneration	129	MGD
MP:0002753	dilated heart left ventricle	129	MGD
MP:0006035	abnormal mitochondrion morphology	129	MGD
MP:0006325	impaired hearing	129	MGD
MP:0000519	hydronephrosis	128	MGD
MP:0001510	abnormal coat appearance	128	MGD
MP:0002463	abnormal neutrophil physiology	128	MGD
MP:0002906	increased susceptibility to pharmacologically induced seizures	127	MGD
MP:0003675	kidney cysts	127	MGD
MP:0004686	decreased length of long bones	127	MGD
MP:0006009	abnormal neuronal migration	127	MGD
MP:0009546	absent gastric milk in neonates	127	MGD
MP:0000746	weakness	126	MGD
MP:0001219	thick epidermis	126	MGD
MP:0001722	pale yolk sac	126	MGD
MP:0003921	abnormal heart left ventricle morphology	126	MGD
MP:0004201	fetal growth retardation	126	MGD
MP:0005598	decreased ventricle muscle contractility	126	MGD
MP:0009355	increased liver triglyceride level	126	MGD
MP:0009890	cleft secondary palate	126	MGD
MP:0000759	abnormal skeletal muscle morphology	125	MGD
MP:0000877	abnormal Purkinje cell morphology	125	MGD
MP:0002080	prenatal lethality	125	MGD
MP:0003232	abnormal forebrain development	125	MGD
MP:0005561	increased mean corpuscular hemoglobin	125	MGD
MP:0006138	congestive heart failure	125	MGD
MP:0001700	abnormal embryo turning	124	MGD
MP:0005402	abnormal action potential	124	MGD
MP:0008537	increased susceptibility to induced colitis	124	MGD
MP:0013279	increased fasting circulating glucose level	124	MGD
MP:0001394	circling	123	MGD
MP:0001688	abnormal somite development	123	MGD
MP:0001718	abnormal visceral yolk sac morphology	123	MGD
MP:0005294	abnormal heart ventricle morphology	123	MGD
MP:0005329	abnormal myocardium layer morphology	123	MGD
MP:0005668	decreased circulating leptin level	123	MGD
MP:0000477	abnormal intestine morphology	122	MGD
MP:0000693	spleen hyperplasia	122	MGD
MP:0001828	abnormal T cell activation	121	MGD
MP:0001876	decreased inflammatory response	121	MGD
MP:0005093	decreased B cell proliferation	121	MGD
MP:0013278	decreased fasting circulating glucose level	121	MGD
MP:0001436	abnormal suckling behavior	120	MGD
MP:0002912	abnormal excitatory postsynaptic potential	120	MGD
MP:0001212	skin lesions	119	MGD
MP:0001242	hyperkeratosis	119	MGD
MP:0001547	abnormal lipid level	119	MGD
MP:0002398	abnormal bone marrow cell morphology/development	119	MGD
MP:0002574	increased vertical activity	119	MGD
MP:0002795	dilated cardiomyopathy	119	MGD
MP:0003313	abnormal locomotor activation	119	MGD
MP:0001261	obese	118	MGD
MP:0001360	abnormal social investigation	118	MGD
MP:0001967	deafness	118	MGD
MP:0005578	teratozoospermia	118	MGD
MP:0008271	abnormal bone ossification	118	MGD
MP:0009643	abnormal urine homeostasis	118	MGD
MP:0000416	sparse hair	117	MGD
MP:0002493	increased IgG level	117	MGD
MP:0002705	dilated renal tubules	117	MGD
MP:0008803	abnormal placental labyrinth vasculature morphology	117	MGD
MP:0011275	abnormal behavioral response to light	117	MGD
MP:0000703	abnormal thymus morphology	116	MGD
MP:0001127	small ovary	116	MGD
MP:0001504	abnormal posture	116	MGD
MP:0002183	gliosis	116	MGD
MP:0005343	increased circulating aspartate transaminase level	116	MGD
MP:0001554	increased circulating free fatty acid level	115	MGD
MP:0002109	abnormal limb morphology	115	MGD
MP:0003632	abnormal nervous system morphology	115	MGD
MP:0000603	pale liver	114	MGD
MP:0001973	increased thermal nociceptive threshold	114	MGD
MP:0002834	decreased heart weight	114	MGD
MP:0003068	enlarged kidney	114	MGD
MP:0005090	increased double-negative T cell number	114	MGD
MP:0005201	abnormal retinal pigment epithelium morphology	114	MGD
MP:0013504	increased embryonic tissue cell apoptosis	114	MGD
MP:0002084	abnormal developmental patterning	113	MGD
MP:0004022	abnormal cone electrophysiology	113	MGD
MP:0004215	abnormal myocardial fiber physiology	113	MGD
MP:0008143	abnormal dendrite morphology	113	MGD
MP:0008596	increased circulating interleukin-6 level	113	MGD
MP:0000322	increased granulocyte number	112	MGD
MP:0001222	epidermal hyperplasia	112	MGD
MP:0002652	thin myocardium	112	MGD
MP:0008844	decreased subcutaneous adipose tissue amount	112	MGD
MP:0008948	decreased neuron number	112	MGD
MP:0000433	microcephaly	111	MGD
MP:0002111	abnormal tail morphology	111	MGD
MP:0002175	decreased brain weight	111	MGD
MP:0005562	decreased mean corpuscular hemoglobin	111	MGD
MP:0008450	retinal photoreceptor degeneration	111	MGD
MP:0010097	abnormal retinal blood vessel morphology	111	MGD
MP:0000601	small liver	110	MGD
MP:0000921	demyelination	110	MGD
MP:0001762	polyuria	110	MGD
MP:0002447	abnormal erythrocyte morphology	110	MGD
MP:0002942	decreased circulating alanine transaminase level	110	MGD
MP:0004800	decreased susceptibility to experimental autoimmune encephalomyelitis	110	MGD
MP:0008535	enlarged lateral ventricles	110	MGD
MP:0000367	abnormal coat/ hair morphology	109	MGD
MP:0000592	short tail	109	MGD
MP:0001053	abnormal neuromuscular synapse morphology	109	MGD
MP:0002796	impaired skin barrier function	109	MGD
MP:0003638	abnormal response/metabolism to endogenous compounds	109	MGD
MP:0004762	increased anti-double stranded DNA antibody level	109	MGD
MP:0008499	increased IgG1 level	109	MGD
MP:0000377	abnormal hair follicle morphology	108	MGD
MP:0001194	dermatitis	108	MGD
MP:0005602	decreased angiogenesis	108	MGD
MP:0008705	increased interleukin-6 secretion	108	MGD
MP:0001155	arrest of spermatogenesis	107	MGD
MP:0001314	corneal opacity	107	MGD
MP:0001716	abnormal placenta labyrinth morphology	107	MGD
MP:0002110	abnormal digit morphology	107	MGD
MP:0003084	abnormal skeletal muscle fiber morphology	107	MGD
MP:0004046	abnormal mitosis	107	MGD
MP:0008553	increased circulating tumor necrosis factor level	107	MGD
MP:0000260	abnormal angiogenesis	106	MGD
MP:0001429	dehydration	106	MGD
MP:0001787	pericardial edema	106	MGD
MP:0002633	persistent truncus arteriosis	106	MGD
MP:0004953	decreased spleen weight	106	MGD
MP:0008706	decreased interleukin-6 secretion	106	MGD
MP:0000755	hindlimb paralysis	105	MGD
MP:0000812	abnormal dentate gyrus morphology	105	MGD
MP:0000955	abnormal spinal cord morphology	105	MGD
MP:0001154	seminiferous tubule degeneration	105	MGD
MP:0002114	abnormal axial skeleton morphology	105	MGD
MP:0003402	decreased liver weight	105	MGD
MP:0000135	decreased compact bone thickness	104	MGD
MP:0000440	domed cranium	104	MGD
MP:0001634	internal hemorrhage	104	MGD
MP:0002024	increased T cell derived lymphoma incidence	104	MGD
MP:0005031	abnormal trophoblast layer morphology	104	MGD
MP:0008209	decreased pre-B cell number	104	MGD
MP:0009356	decreased liver triglyceride level	104	MGD
MP:0000060	delayed bone ossification	103	MGD
MP:0000496	abnormal small intestine morphology	103	MGD
MP:0001845	abnormal inflammatory response	103	MGD
MP:0002631	abnormal epididymis morphology	103	MGD
MP:0002640	reticulocytosis	103	MGD
MP:0000259	abnormal vascular development	102	MGD
MP:0001529	abnormal vocalization	102	MGD
MP:0001783	decreased white adipose tissue amount	102	MGD
MP:0005011	increased eosinophil cell number	102	MGD
MP:0005312	pericardial effusion	102	MGD
MP:0005463	abnormal CD4-positive, alpha-beta T cell physiology	102	MGD
MP:0008713	abnormal cytokine level	102	MGD
MP:0000088	short mandible	101	MGD
MP:0000154	rib fusion	101	MGD
MP:0000157	abnormal sternum morphology	101	MGD
MP:0003055	abnormal long bone epiphyseal plate morphology	101	MGD
MP:0004261	abnormal embryonic neuroepithelium morphology	101	MGD
MP:0000564	syndactyly	100	MGD
MP:0001126	abnormal ovary morphology	100	MGD
MP:0001153	small seminiferous tubules	100	MGD
MP:0001286	abnormal eye development	100	MGD
MP:0002497	increased IgE level	100	MGD
MP:0004502	decreased incidence of tumors by chemical induction	100	MGD
MP:0004810	decreased hematopoietic stem cell number	100	MGD
MP:0008045	decreased NK cell number	100	MGD
MP:0008498	decreased IgG3 level	100	MGD
MP:0010418	perimembraneous ventricular septal defect	100	MGD
MP:0000183	decreased circulating LDL cholesterol level	99	MGD
MP:0005027	increased susceptibility to parasitic infection	99	MGD
MP:0009404	centrally nucleated skeletal muscle fibers	99	MGD
MP:0000928	incomplete rostral neuropore closure	98	MGD
MP:0000939	decreased motor neuron number	98	MGD
MP:0001272	increased metastatic potential	98	MGD
MP:0002608	increased hematocrit	98	MGD
MP:0005165	increased susceptibility to injury	98	MGD
MP:0005505	thrombocytosis	98	MGD
MP:0011965	decreased total retina thickness	98	MGD
MP:0004816	abnormal class switch recombination	97	MGD
MP:0005166	decreased susceptibility to injury	97	MGD
MP:0008083	decreased single-positive T cell number	97	MGD
MP:0008396	abnormal osteoclast differentiation	97	MGD
MP:0000223	decreased monocyte cell number	96	MGD
MP:0000351	increased cell proliferation	96	MGD
MP:0000527	abnormal kidney development	96	MGD
MP:0000876	Purkinje cell degeneration	96	MGD
MP:0000961	abnormal dorsal root ganglion morphology	96	MGD
MP:0001696	failure to gastrulate	96	MGD
MP:0001915	intracranial hemorrhage	96	MGD
MP:0002100	abnormal tooth morphology	96	MGD
MP:0005264	glomerulosclerosis	96	MGD
MP:0005405	axon degeneration	96	MGD
MP:0003331	increased hepatocellular carcinoma incidence	95	MGD
MP:0008428	abnormal spatial working memory	95	MGD
MP:0000495	abnormal colon morphology	94	MGD
MP:0000572	abnormal autopod morphology	94	MGD
MP:0001654	hepatic necrosis	94	MGD
MP:0002703	abnormal renal tubule morphology	94	MGD
MP:0005344	increased circulating bilirubin level	94	MGD
MP:0001177	atelectasis	93	MGD
MP:0002871	albuminuria	93	MGD
MP:0002945	abnormal inhibitory postsynaptic currents	93	MGD
MP:0004948	abnormal neuronal precursor proliferation	93	MGD
MP:0005459	decreased percent body fat/body weight	93	MGD
MP:0009454	impaired contextual conditioning behavior	93	MGD
MP:0009788	increased susceptibility to bacterial infection induced morbidity/mortality	93	MGD
MP:0011097	embryonic lethality between somite formation and embryo turning, complete penetrance	93	MGD
MP:0001302	eyelids open at birth	92	MGD
MP:0001859	kidney inflammation	92	MGD
MP:0002063	abnormal learning/memory/conditioning	92	MGD
MP:0002184	abnormal innervation	92	MGD
MP:0003224	neuron degeneration	92	MGD
MP:0005253	abnormal eye physiology	92	MGD
MP:0006410	abnormal common myeloid progenitor cell morphology	92	MGD
MP:0008215	decreased immature B cell number	92	MGD
MP:0008496	decreased IgG2a level	92	MGD
MP:0010379	decreased respiratory quotient	92	MGD
MP:0000968	abnormal sensory neuron innervation pattern	91	MGD
MP:0002081	perinatal lethality	91	MGD
MP:0002182	abnormal astrocyte morphology	91	MGD
MP:0002411	decreased susceptibility to bacterial infection	91	MGD
MP:0008872	abnormal physiological response to xenobiotic	91	MGD
MP:0001944	abnormal pancreas morphology	90	MGD
MP:0003917	increased kidney weight	90	MGD
MP:0005633	increased circulating sodium level	90	MGD
MP:0011380	enlarged brain ventricles	90	MGD
MP:0000242	impaired fertilization	89	MGD
MP:0003997	tonic-clonic seizures	89	MGD
MP:0004794	increased anti-nuclear antigen antibody level	89	MGD
MP:0005025	abnormal response to infection	89	MGD
MP:0000074	abnormal neurocranium morphology	88	MGD
MP:0000556	abnormal hindlimb morphology	88	MGD
MP:0001191	abnormal skin condition	88	MGD
MP:0001289	persistence of hyaloid vascular system	88	MGD
MP:0003651	abnormal axon extension	88	MGD
MP:0005012	decreased eosinophil cell number	88	MGD
MP:0005606	increased bleeding time	88	MGD
MP:0008182	decreased marginal zone B cell number	88	MGD
MP:0008500	increased IgG2a level	88	MGD
MP:0010067	increased red blood cell distribution width	88	MGD
MP:0000281	abnormal interventricular septum morphology	87	MGD
MP:0000747	muscle weakness	87	MGD
MP:0000819	abnormal olfactory bulb morphology	87	MGD
MP:0000937	abnormal motor neuron morphology	87	MGD
MP:0001192	scaly skin	87	MGD
MP:0001522	impaired swimming	87	MGD
MP:0002722	abnormal immune system organ morphology	87	MGD
MP:0003333	liver fibrosis	87	MGD
MP:0004404	cochlear outer hair cell degeneration	87	MGD
MP:0002023	increased B cell derived lymphoma incidence	86	MGD
MP:0002136	abnormal kidney physiology	86	MGD
MP:0002310	decreased susceptibility to hepatic steatosis	86	MGD
MP:0003054	spina bifida	86	MGD
MP:0003718	maternal effect	86	MGD
MP:0004799	increased susceptibility to experimental autoimmune encephalomyelitis	86	MGD
MP:0000780	abnormal corpus callosum morphology	85	MGD
MP:0001431	abnormal eating behavior	85	MGD
MP:0002188	small heart	85	MGD
MP:0002551	abnormal blood coagulation	85	MGD
MP:0003662	abnormal long bone epiphyseal plate proliferative zone	85	MGD
MP:0003884	decreased macrophage cell number	85	MGD
MP:0004947	skin inflammation	85	MGD
MP:0005319	abnormal enzyme/coenzyme level	85	MGD
MP:0005554	decreased circulating creatinine level	85	MGD
MP:0008572	abnormal Purkinje cell dendrite morphology	85	MGD
MP:0000458	abnormal mandible morphology	84	MGD
MP:0000488	abnormal intestinal epithelium morphology	84	MGD
MP:0000550	abnormal forelimb morphology	84	MGD
MP:0001601	abnormal myelopoiesis	84	MGD
MP:0002626	increased heart rate	84	MGD
MP:0004787	abnormal dorsal aorta morphology	84	MGD
MP:0005215	abnormal pancreatic islet morphology	84	MGD
MP:0005290	decreased oxygen consumption	84	MGD
MP:0006144	increased systemic arterial systolic blood pressure	84	MGD
MP:0008688	decreased interleukin-2 secretion	84	MGD
MP:0008734	decreased susceptibility to endotoxin shock	84	MGD
MP:0009141	increased prepulse inhibition	84	MGD
MP:0009936	abnormal dendritic spine morphology	84	MGD
MP:0000880	decreased Purkinje cell number	83	MGD
