entrez,symbol,term_id,term_name,source
71,ACTG1,C1855722,"Iris Coloboma with Ptosis, Hypertelorism, and Mental Retardation",ORPHANET
71,ACTG1,C4708599,Coloboma of choroid and retina,ORPHANET
72,ACTG2,C0266833,"Visceral Myopathy, Familial",ORPHANET
72,ACTG2,C1608393,Megacystis microcolon intestinal hypoperistalsis syndrome,ORPHANET
72,ACTG2,C1835084,Megaduodenum and-or Megacystis,ORPHANET
81,ACTN4,C1868672,"NEPHROTIC SYNDROME, STEROID-RESISTANT, AUTOSOMAL RECESSIVE",ORPHANET
87,ACTN1,C4304021,Autosomal dominant macrothrombocytopenia,ORPHANET
88,ACTN2,C0340427,Familial dilated cardiomyopathy,ORPHANET
90,ACVR1,C0016037,Fibrodysplasia Ossificans Progressiva,ORPHANET
93,ACVR2B,C0266642,Situs ambiguus,ORPHANET
93,ACVR2B,C1167664,Situs ambiguous,ORPHANET
94,ACVRL1,C0340543,Familial primary pulmonary hypertension,ORPHANET
94,ACVRL1,C1701939,Familial pulmonary arterial hypertension,ORPHANET
95,ACY1,C1835922,Aminoacylase 1 deficiency,ORPHANET
100,ADA,C0268124,Adenosine deaminase deficiency,ORPHANET
100,ADA,C0392607,Severe combined immunodeficiency due to adenosine deaminase deficiency,ORPHANET
100,ADA,C2700553,Omenn Syndrome,ORPHANET
102,ADAM10,C0406811,Reticulate acropigmentation of Kitamura,ORPHANET
103,ADAR,C0393591,AICARDI-GOUTIERES SYNDROME,ORPHANET
103,ADAR,C0406775,Symmetrical dyschromatosis of extremities,ORPHANET
103,ADAR,C0795996,"STRIATONIGRAL DEGENERATION, INFANTILE (disorder)",ORPHANET
111,ADCY5,C0393584,Benign Hereditary Chorea,ORPHANET
111,ADCY5,C1847627,"Dyskinesia, Familial, with Facial Myokymia",ORPHANET
111,ADCY5,C1859098,"Chorea, Benign Familial",ORPHANET
120,ADD3,C2751938,"Cerebral Palsy, Spastic Quadriplegic, 1",ORPHANET
132,ADK,C3280381,HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY,ORPHANET
135,ADORA2A,C4707658,Acute encephalopathy with biphasic seizures and late reduced diffusion,ORPHANET
151,ADRA2B,C1832841,"EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1",ORPHANET
158,ADSL,C0268126,Adenylosuccinate lyase deficiency (disorder),ORPHANET
165,AEBP1,C4693870,"EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 2",ORPHANET
174,AFP,C1863081,alpha-Fetoprotein Deficiency,ORPHANET
175,AGA,C2931840,Aspartylglucosamidase (AGA) deficiency,ORPHANET
176,ACAN,C1842149,"Spondyloepiphyseal Dysplasia, Kimberley Type",ORPHANET
176,ACAN,C2748544,"Spondyloepimetaphyseal Dysplasia, Aggrecan Type",ORPHANET
176,ACAN,C3665488,Familial Osteochondritis Dissecans,ORPHANET
178,AGL,C0017922,Glycogen Storage Disease Type III,ORPHANET
178,AGL,C2936915,"Amylo-1,6-glucosidase deficiency",ORPHANET
182,JAG1,C0039685,Tetralogy of Fallot,ORPHANET
183,AGT,C0266313,Allanson Pantzar McLeod syndrome,ORPHANET
183,AGT,C2678367,Renal Tubular Dysgenesis With Choanal Atresia And Athelia,ORPHANET
185,AGTR1,C0266313,Allanson Pantzar McLeod syndrome,ORPHANET
185,AGTR1,C2678367,Renal Tubular Dysgenesis With Choanal Atresia And Athelia,ORPHANET
186,AGTR2,C2931498,"Mental Retardation, X-Linked 1",ORPHANET
189,AGXT,C0268164,"Primary hyperoxaluria, type I",ORPHANET
190,NR0B1,C0432475,XX males,ORPHANET
190,NR0B1,C2936419,"46, XX Testicular Disorders of Sex Development",ORPHANET
190,NR0B1,C4510744,"46,XY partial gonadal dysgenesis",ORPHANET
191,AHCY,C3151058,S-adenosylhomocysteine hydrolase deficiency,ORPHANET
196,AHR,C0035334,Retinitis Pigmentosa,ORPHANET
197,AHSG,C2931280,Perniola Krajewska Carnevale syndrome,ORPHANET
203,AK1,C2675459,"Adenylate Kinase Deficiency, Hemolytic Anemia Due To",ORPHANET
204,AK2,C0272167,Reticular dysgenesis,ORPHANET
204,AK2,C1282908,De Vaal's syndrome,ORPHANET
207,AKT1,C0018553,"Hamartoma Syndrome, Multiple",ORPHANET
207,AKT1,C0085261,Proteus Syndrome,ORPHANET
208,AKT2,C3278384,HYPOINSULINEMIC HYPOGLYCEMIA WITH HEMIHYPERTROPHY,ORPHANET
210,ALAD,C0268328,Porphobilinogen synthase deficiency,ORPHANET
212,ALAS2,C4551511,X-linked sideroblastic anemia,ORPHANET
215,ABCD1,C1845408,Contiguous Abcd1-Dxs1375e Deletion Syndrome,ORPHANET
220,ALDH1A3,C1855052,"MICROPHTHALMIA, ISOLATED 1",ORPHANET
220,ALDH1A3,C4551977,"Microphthalmos, Autosomal Recessive",ORPHANET
224,ALDH3A2,C0037231,Sjogren-Larsson Syndrome,ORPHANET
226,ALDOA,C0272066,Glycogen Storage Disease XII,ORPHANET
229,ALDOB,C0016751,Hereditary fructose intolerance syndrome,ORPHANET
238,ALK,C0027819,Neuroblastoma,ORPHANET
238,ALK,C0238463,Papillary thyroid carcinoma,ORPHANET
238,ALK,C0334121,Inflammatory Myofibroblastic Tumor,ORPHANET
238,ALK,C1332079,"Anaplastic Large Cell Lymphoma, ALK-Positive",ORPHANET
238,ALK,C1333294,ALK positive large B-cell lymphoma,ORPHANET
238,ALK,C2931189,Neural crest tumor,ORPHANET
242,ALOX12B,C0079154,Congenital Nonbullous Ichthyosiform Erythroderma,ORPHANET
242,ALOX12B,C1855789,Self-Healing Collodion Baby,ORPHANET
249,ALPL,C0220743,Childhood hypophosphatasia (disorder),ORPHANET
249,ALPL,C0268412,Infantile hypophosphatasia,ORPHANET
249,ALPL,C0268413,Adult hypophosphatasia (disorder),ORPHANET
249,ALPL,C1840322,ODONTOHYPOPHOSPHATASIA (disorder),ORPHANET
249,ALPL,C2673477,"Hypophosphatasia, Perinatal Lethal",ORPHANET
257,ALX3,C1876203,Frontonasal dysplasia,ORPHANET
258,AMBN,C0399367,Amelogenesis imperfecta local hypoplastic form,ORPHANET
265,AMELX,C0399372,Amelogenesis Imperfecta hypomaturation type,ORPHANET
268,AMH,C1849930,Persistent Mullerian duct syndrome,ORPHANET
269,AMHR2,C1849930,Persistent Mullerian duct syndrome,ORPHANET
270,AMPD1,C0268123,Muscle AMP deaminase deficiency,ORPHANET
270,AMPD1,C2931781,Adenosine monophosphate deaminase deficiency,ORPHANET
271,AMPD2,C3810295,"SPASTIC PARAPLEGIA 63, AUTOSOMAL RECESSIVE",ORPHANET
271,AMPD2,C4014354,"PONTOCEREBELLAR HYPOPLASIA, TYPE 9",ORPHANET
272,AMPD3,C0268123,Muscle AMP deaminase deficiency,ORPHANET
272,AMPD3,C2931781,Adenosine monophosphate deaminase deficiency,ORPHANET
274,BIN1,C0410204,"Myopathy, Centronuclear, Autosomal Recessive",ORPHANET
274,BIN1,C1834558,"Myopathy, Centronuclear, Autosomal Dominant",ORPHANET
274,BIN1,C3645536,Autosomal Recessive Centronuclear Myopathy,ORPHANET
283,ANG,C0002736,Amyotrophic Lateral Sclerosis,ORPHANET
286,ANK1,C0037889,Hereditary spherocytosis,ORPHANET
286,ANK1,C0221409,"Anemia, hereditary spherocytic hemolytic",ORPHANET
286,ANK1,C4304505,8p11.2 deletion syndrome,ORPHANET
287,ANK2,C0035828,Romano-Ward Syndrome,ORPHANET
288,ANK3,C3809672,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 37",ORPHANET
291,SLC25A4,C1834846,"Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 1",ORPHANET
291,SLC25A4,C1859317,Cataract and cardiomyopathy,ORPHANET
311,ANXA11,C0002736,Amyotrophic Lateral Sclerosis,ORPHANET
324,APC,C0079218,"Fibromatosis, Aggressive",ORPHANET
324,APC,C1859309,Syndactyly Cenani Lenz type,ORPHANET
326,AIRE,C0085859,Polyglandular Type I Autoimmune Syndrome,ORPHANET
326,AIRE,C3494489,"Autoimmune polyendocrinopathy syndrome, type 1",ORPHANET
330,BIRC3,C0242647,Mucosa-Associated Lymphoid Tissue Lymphoma,ORPHANET
335,APOA1,C1704429,"Hypoalphalipoproteinemia, Familial",ORPHANET
344,APOC2,C0268199,Familial apolipoprotein C-II deficiency,ORPHANET
344,APOC2,C1720779,Apolipoprotein C-II Deficiency (disorder),ORPHANET
345,APOC3,C0342883,Cholesteryl Ester Transfer Protein Deficiency,ORPHANET
348,APOE,C0020479,Hyperlipoproteinemia Type III,ORPHANET
348,APOE,C0036489,Sea-Blue Histiocyte Syndrome,ORPHANET
348,APOE,C2673196,LIPOPROTEIN GLOMERULOPATHY,ORPHANET
351,APP,C2931672,"Cerebral hemorrhage with amyloidosis, hereditary, Dutch type",ORPHANET
353,APRT,C0268120,Adenine phosphoribosyltransferase deficiency,ORPHANET
353,APRT,C3665382,"2,8-Dihydroxyadenine Urolithiasis",ORPHANET
355,FAS,C0004943,Behcet Syndrome,ORPHANET
355,FAS,C0042170,Uveomeningoencephalitic Syndrome,ORPHANET
355,FAS,C1328840,Autoimmune Lymphoproliferative Syndrome,ORPHANET
356,FASLG,C1328840,Autoimmune Lymphoproliferative Syndrome,ORPHANET
362,AQP5,C1833030,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC",ORPHANET
362,AQP5,C1838359,"Diffuse palmoplantar keratoderma, Bothnian type",ORPHANET
367,AR,C0393547,Bulbospinal Neuronopathy,ORPHANET
367,AR,C0752353,"Atrophy, Muscular, Spinobulbar",ORPHANET
367,AR,C1839259,"Bulbo-Spinal Atrophy, X-Linked",ORPHANET
368,ABCC6,C0033847,Pseudoxanthoma Elasticum,ORPHANET
368,ABCC6,C0264955,Idiopathic arterial calcification of infancy,ORPHANET
368,ABCC6,C1859727,Arterial calcification of infancy,ORPHANET
375,ARF1,C1868720,Periventricular Nodular Heterotopia,ORPHANET
396,ARHGDIA,C1868672,"NEPHROTIC SYNDROME, STEROID-RESISTANT, AUTOSOMAL RECESSIVE",ORPHANET
403,ARL3,C0035334,Retinitis Pigmentosa,ORPHANET
403,ARL3,C0431399,Familial aplasia of the vermis,ORPHANET
403,ARL3,C4551568,Joubert syndrome 1,ORPHANET
412,STS,C0079588,"Ichthyosis, X-Linked",ORPHANET
412,STS,C2717836,Steroid Sulfatase Deficiency Disease,ORPHANET
412,STS,C2720163,Placental Steroid Sulfatase Deficiency,ORPHANET
412,STS,C4274085,Syndromic recessive X-linked ichthyosis,ORPHANET
421,ARVCF,C0012236,DiGeorge Syndrome,ORPHANET
421,ARVCF,C0220704,Shprintzen syndrome,ORPHANET
421,ARVCF,C0431406,Asymmetric crying face association,ORPHANET
421,ARVCF,C0795907,CONOTRUNCAL ANOMALY FACE SYNDROME,ORPHANET
421,ARVCF,C2936346,22q11 Deletion Syndrome,ORPHANET
421,ARVCF,C3266101,22q11 partial monosomy syndrome,ORPHANET
427,ASAH1,C0268255,Farber Lipogranulomatosis,ORPHANET
427,ASAH1,C1834569,Jankovic Rivera syndrome,ORPHANET
429,ASCL1,C1859049,CCHS WITH HIRSCHSPRUNG DISEASE,ORPHANET
435,ASL,C0268547,Argininosuccinic Aciduria,ORPHANET
440,ASNS,C3809971,ASPARAGINE SYNTHETASE DEFICIENCY,ORPHANET
443,ASPA,C0751664,"Canavan Disease, Neonatal",ORPHANET
443,ASPA,C0751666,"Canavan Disease, Infantile",ORPHANET
443,ASPA,C0751667,"Canavan Disease, Juvenile",ORPHANET
444,ASPH,C1832167,"Ectopia Lentis, Spontaneous Filtering Blebs, and Craniofacial Dysmorphism",ORPHANET
462,SERPINC1,C0272375,Antithrombin III Deficiency,ORPHANET
466,ATF1,C0206651,Clear Cell Sarcoma of Soft Tissue,ORPHANET
471,ATIC,C1837530,AICAR Transformylase Inosine Monophosphate Cyclohydrolase Deficiency,ORPHANET
472,ATM,C0023434,Chronic Lymphocytic Leukemia,ORPHANET
472,ATM,C0555202,"Malignant lymphoma - lymphocytic, intermediate differentiation",ORPHANET
472,ATM,C0855095,Small Lymphocytic Lymphoma,ORPHANET
472,ATM,C1868683,"B-CELL MALIGNANCY, LOW-GRADE",ORPHANET
472,ATM,C1876175,Ataxia-Telangiectasia Variant,ORPHANET
473,RERE,C1842870,Chromosome 1p36 Deletion Syndrome,ORPHANET
476,ATP1A1,C4747974,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2DD",ORPHANET
477,ATP1A2,C0338488,Alternating hemiplegia of childhood,ORPHANET
478,ATP1A3,C0338488,Alternating hemiplegia of childhood,ORPHANET
478,ATP1A3,C1832466,CAPOS syndrome,ORPHANET
478,ATP1A3,C1868681,DYSTONIA 12,ORPHANET
486,FXYD2,C1835171,"Hypomagnesemia 2, renal",ORPHANET
487,ATP2A1,C1832918,Brody myopathy,ORPHANET
488,ATP2A2,C0022595,Keratosis Follicularis,ORPHANET
488,ATP2A2,C0265971,Acrokeratosis Verruciformis of Hopf,ORPHANET
492,ATP2B3,C4707849,X-linked non progressive cerebellar ataxia,ORPHANET
498,ATP5F1A,C4757950,Isolated ATP synthase deficiency,ORPHANET
513,ATP5F1D,C4757950,Isolated ATP synthase deficiency,ORPHANET
514,ATP5F1E,C4757950,Isolated ATP synthase deficiency,ORPHANET
523,ATP6V1A,C0268355,"Cutis Laxa, Autosomal Recessive, Type IIA",ORPHANET
523,ATP6V1A,C4479387,"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIC",ORPHANET
523,ATP6V1A,C4479409,"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IID",ORPHANET
525,ATP6V1B1,C1864498,"RENAL TUBULAR ACIDOSIS, DISTAL, AUTOSOMAL RECESSIVE",ORPHANET
526,ATP6V1B2,C0796013,Zimmerman Laband syndrome,ORPHANET
526,ATP6V1B2,C2675730,"Deafness, Congenital, and Onychodystrophy, Autosomal Dominant",ORPHANET
529,ATP6V1E1,C0268355,"Cutis Laxa, Autosomal Recessive, Type IIA",ORPHANET
529,ATP6V1E1,C4479387,"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIC",ORPHANET
529,ATP6V1E1,C4479409,"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IID",ORPHANET
538,ATP7A,C1845359,"Spinal Muscular Atrophy, Distal, X-Linked 3",ORPHANET
540,ATP7B,C0019202,Hepatolenticular Degeneration,ORPHANET
545,ATR,C0265202,Seckel syndrome,ORPHANET
545,ATR,C3281203,"CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL",ORPHANET
546,ATRX,C0585216,Alpha-Thalassemia Myelodysplasia Syndrome,ORPHANET
546,ATRX,C0796003,Juberg-Marsidi syndrome,ORPHANET
546,ATRX,C0796159,Mental retardation Smith Fineman Myers type,ORPHANET
547,KIF1A,C1835896,"SPASTIC PARAPLEGIA 30, AUTOSOMAL RECESSIVE (disorder)",ORPHANET
547,KIF1A,C1850055,PEHO syndrome,ORPHANET
549,AUH,C0342727,"3-@METHYLGLUTACONIC ACIDURIA, TYPE I",ORPHANET
549,AUH,C0342728,3-Methylglutaconic aciduria type 1,ORPHANET
551,AVP,C0011848,Diabetes Insipidus,ORPHANET
551,AVP,C0687720,Central Diabetes Insipidus,ORPHANET
554,AVPR2,C1845202,Nephrogenic Syndrome of Inappropriate Antidiuresis,ORPHANET
567,B2M,C1858266,"Bare Lymphocyte Syndrome, Type I",ORPHANET
567,B2M,C4302669,Autosomal dominant beta2-microglobulinic amyloidosis,ORPHANET
570,BAAT,C1843139,"Hypercholanemia, Familial",ORPHANET
579,NKX3-2,C2750066,Spondylo-Megaepiphyseal-Metaphyseal Dysplasia,ORPHANET
580,BARD1,C0677776,Hereditary Breast and Ovarian Cancer Syndrome,ORPHANET
583,BBS2,C0035334,Retinitis Pigmentosa,ORPHANET
590,BCHE,C1283400,Butyrylcholinesterase deficiency,ORPHANET
595,CCND1,C0023434,Chronic Lymphocytic Leukemia,ORPHANET
595,CCND1,C0026764,Multiple Myeloma,ORPHANET
595,CCND1,C0555202,"Malignant lymphoma - lymphocytic, intermediate differentiation",ORPHANET
595,CCND1,C0855095,Small Lymphocytic Lymphoma,ORPHANET
595,CCND1,C1868683,"B-CELL MALIGNANCY, LOW-GRADE",ORPHANET
596,BCL2,C0024301,"Lymphoma, Follicular",ORPHANET
596,BCL2,C0334660,Angioendotheliomatosis,ORPHANET
604,BCL6,C0024301,"Lymphoma, Follicular",ORPHANET
604,BCL6,C0334660,Angioendotheliomatosis,ORPHANET
604,BCL6,C1292754,Mediastinal (Thymic) Large B-Cell Lymphoma,ORPHANET
611,OPN1SW,C0155017,"Color Blindness, Blue",ORPHANET
613,BCR,C0006413,Burkitt Lymphoma,ORPHANET
613,BCR,C0023473,"Myeloid Leukemia, Chronic",ORPHANET
613,BCR,C1292769,Precursor B-cell lymphoblastic leukemia,ORPHANET
613,BCR,C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,ORPHANET
613,BCR,C2678480,"Chromosome 22q11.2 Deletion Syndrome, Distal",ORPHANET
617,BCS1L,C0266006,Pili torti-deafness syndrome,ORPHANET
617,BCS1L,C1864002,GRACILE SYNDROME (disorder),ORPHANET
627,BDNF,C0206115,WAGR Syndrome,ORPHANET
627,BDNF,C1275808,Congenital central hypoventilation,ORPHANET
627,BDNF,C2931803,Deletion 11p13,ORPHANET
631,BFSP1,C0392557,Nuclear cataract,ORPHANET
631,BFSP1,C1112705,Nuclear non-senile cataract,ORPHANET
633,BGN,C1848097,"Spondyloepimetaphyseal Dysplasia, X-Linked",ORPHANET
640,BLK,C0024141,"Lupus Erythematosus, Systemic",ORPHANET
640,BLK,C0342276,Maturity onset diabetes mellitus in young,ORPHANET
644,BLVRA,C3279964,Hyperbiliverdinemia,ORPHANET
649,BMP1,C0268362,Osteogenesis imperfecta type III (disorder),ORPHANET
650,BMP2,C1832702,"BRACHYDACTYLY, TYPE A2",ORPHANET
650,BMP2,C4304539,20p12.3 microdeletion syndrome,ORPHANET
652,BMP4,C0158646,Cleft palate with cleft lip,ORPHANET
652,BMP4,C0266294,Unilateral agenesis of kidney,ORPHANET
652,BMP4,C1864689,"MICROPHTHALMIA, SYNDROMIC 6 (disorder)",ORPHANET
657,BMPR1A,C0345893,Juvenile polyposis syndrome,ORPHANET
657,BMPR1A,C1832587,"POLYPOSIS SYNDROME, HEREDITARY MIXED, 1",ORPHANET
657,BMPR1A,C1832940,JUVENILE POLYPOSIS OF STOMACH,ORPHANET
657,BMPR1A,C1868081,Juvenile Polyposis Coli,ORPHANET
657,BMPR1A,C3896578,Familial Colorectal Cancer Type X,ORPHANET
658,BMPR1B,C0265260,"Chondrodysplasia, Grebe type",ORPHANET
658,BMPR1B,C1300268,Brachydactyly syndrome type C,ORPHANET
658,BMPR1B,C1832702,"BRACHYDACTYLY, TYPE A2",ORPHANET
658,BMPR1B,C1856738,Fibular hypoplasia and complex brachydactyly,ORPHANET
658,BMPR1B,C1862103,Brachydactyly type C,ORPHANET
658,BMPR1B,C1862151,"BRACHYDACTYLY, TYPE A1 (disorder)",ORPHANET
659,BMPR2,C0034091,Pulmonary Veno-Occlusive Disease (disorder),ORPHANET
659,BMPR2,C0340543,Familial primary pulmonary hypertension,ORPHANET
659,BMPR2,C0340544,Pulmonary arterial hypertension induced by drug,ORPHANET
659,BMPR2,C1701939,Familial pulmonary arterial hypertension,ORPHANET
667,DST,C3539003,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI",ORPHANET
667,DST,C3809470,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2",ORPHANET
668,FOXL2,C0334401,Malignant Granulosa Cell Tumor,ORPHANET
668,FOXL2,C1567257,Granulosa Cell Cancer,ORPHANET
669,BPGM,C1291620,Deficiency of bisphosphoglycerate mutase,ORPHANET
672,BRCA1,C0015625,Fanconi Anemia,ORPHANET
672,BRCA1,C0346153,"Breast Cancer, Familial",ORPHANET
672,BRCA1,C0677776,Hereditary Breast and Ovarian Cancer Syndrome,ORPHANET
672,BRCA1,C1514428,Primary peritoneal carcinoma,ORPHANET
672,BRCA1,C2931038,"Pancreatic carcinoma, familial",ORPHANET
672,BRCA1,C2931456,"Prostate cancer, familial",ORPHANET
672,BRCA1,C4749652,Hereditary site-specific ovarian cancer syndrome,ORPHANET
673,BRAF,C0010276,Craniopharyngioma,ORPHANET
673,BRAF,C0019621,"Histiocytosis, Langerhans-Cell",ORPHANET
673,BRAF,C0023443,Hairy Cell Leukemia,ORPHANET
673,BRAF,C0028326,Noonan Syndrome,ORPHANET
673,BRAF,C0238463,Papillary thyroid carcinoma,ORPHANET
673,BRAF,C1275081,Cardio-facio-cutaneous syndrome,ORPHANET
673,BRAF,C1519086,Pilomyxoid astrocytoma,ORPHANET
675,BRCA2,C0027708,Nephroblastoma,ORPHANET
675,BRCA2,C0346153,"Breast Cancer, Familial",ORPHANET
675,BRCA2,C0677776,Hereditary Breast and Ovarian Cancer Syndrome,ORPHANET
675,BRCA2,C1838457,"FANCONI ANEMIA, COMPLEMENTATION GROUP D1",ORPHANET
675,BRCA2,C2931038,"Pancreatic carcinoma, familial",ORPHANET
675,BRCA2,C2931456,"Prostate cancer, familial",ORPHANET
675,BRCA2,C4749652,Hereditary site-specific ovarian cancer syndrome,ORPHANET
695,BTK,C0472813,X-linked agammaglobulinemia with growth hormone deficiency,ORPHANET
699,BUB1,C1850343,Mosaic variegated aneuploidy syndrome 1,ORPHANET
701,BUB1B,C1850343,Mosaic variegated aneuploidy syndrome 1,ORPHANET
710,SERPING1,C0398775,Hereditary C1 esterase inhibitor deficiency - deficient factor,ORPHANET
710,SERPING1,C0398776,Hereditary C1 esterase inhibitor deficiency - dysfunctional factor,ORPHANET
710,SERPING1,C1852700,"Complement Component 4, Partial Deficiency Of",ORPHANET
710,SERPING1,C1862892,Hereditary Angioedema Type II,ORPHANET
710,SERPING1,C2717906,Hereditary Angioedema Type I,ORPHANET
712,C1QA,C3280742,SYSTEMIC LUPUS ERYTHEMATOSUS 16,ORPHANET
715,C1R,C0268347,"Ehlers-Danlos Syndrome, Type VIII",ORPHANET
716,C1S,C0268347,"Ehlers-Danlos Syndrome, Type VIII",ORPHANET
718,C3,C3151071,"COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE",ORPHANET
720,C4A,C0004943,Behcet Syndrome,ORPHANET
720,C4A,C0024141,"Lupus Erythematosus, Systemic",ORPHANET
720,C4A,C3280742,SYSTEMIC LUPUS ERYTHEMATOSUS 16,ORPHANET
721,C4B,C0024141,"Lupus Erythematosus, Systemic",ORPHANET
726,CAPN5,C0242852,Proliferative vitreoretinopathy,ORPHANET
750,GAS8-AS1,C0238463,Papillary thyroid carcinoma,ORPHANET
755,CFAP410,C0002736,Amyotrophic Lateral Sclerosis,ORPHANET
755,CFAP410,C3489532,Cone-Rod Dystrophy 2,ORPHANET
760,CA2,C1849435,"Renal tubular acidosis, distal, type 3",ORPHANET
763,CA5A,C3810404,"CARBONIC ANHYDRASE VA DEFICIENCY, HYPERAMMONEMIA DUE TO",ORPHANET
767,CA8,C0394006,Dysequilibrium syndrome,ORPHANET
773,CACNA1A,C0338488,Alternating hemiplegia of childhood,ORPHANET
775,CACNA1C,C1832916,Timothy syndrome,ORPHANET
776,CACNA1D,C3554018,SINOATRIAL NODE DYSFUNCTION AND DEAFNESS,ORPHANET
776,CACNA1D,C3809609,"PRIMARY ALDOSTERONISM, SEIZURES, AND NEUROLOGIC ABNORMALITIES",ORPHANET
778,CACNA1F,C0268505,"Ocular albinism, type II",ORPHANET
778,CACNA1F,C3489532,Cone-Rod Dystrophy 2,ORPHANET
779,CACNA1S,C0024591,Malignant hyperpyrexia due to anesthesia,ORPHANET
779,CACNA1S,C0268446,Thyrotoxic periodic paralysis,ORPHANET
779,CACNA1S,C4751572,Periodic paralysis with transient compartment-like syndrome,ORPHANET
781,CACNA2D1,C1142166,Brugada Syndrome (disorder),ORPHANET
781,CACNA2D1,C1865020,Short QT Syndrome 1,ORPHANET
785,CACNB4,C0270853,Juvenile Myoclonic Epilepsy,ORPHANET
785,CACNB4,C1866039,"EPISODIC ATAXIA, TYPE 5",ORPHANET
788,SLC25A20,C0342791,Carnitine-Acylcarnitine Translocase Deficiency,ORPHANET
790,CAD,C4225320,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 50",ORPHANET
801,CALM1,C0035828,Romano-Ward Syndrome,ORPHANET
801,CALM1,C1631597,"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1 (disorder)",ORPHANET
805,CALM2,C0035828,Romano-Ward Syndrome,ORPHANET
805,CALM2,C1142166,Brugada Syndrome (disorder),ORPHANET
