term_id,term_name,genes_associated_in_db,source
HP:0000939,Osteoporosis,243,HPO
HP:0001274,Agenesis of corpus callosum,243,HPO
HP:0001643,Patent ductus arteriosus,242,HPO
HP:0000083,Renal insufficiency,241,HPO
HP:0011800,Midface retrusion,240,HPO
HP:0001945,Fever,239,HPO
HP:0007018,Attention deficit hyperactivity disorder,239,HPO
HP:0001639,Hypertrophic cardiomyopathy,238,HPO
HP:0008736,Hypoplasia of penis,235,HPO
HP:0001537,Umbilical hernia,234,HPO
HP:0001999,Abnormal facial shape,233,HPO
HP:0002355,Difficulty walking,233,HPO
HP:0001761,Pes cavus,231,HPO
HP:0002353,EEG abnormality,231,HPO
HP:0000582,Upslanted palpebral fissure,229,HPO
HP:0000054,Micropenis,228,HPO
HP:0003198,Myopathy,228,HPO
HP:0001344,Absent speech,227,HPO
HP:0000729,Autistic behavior,226,HPO
HP:0000568,Microphthalmia,224,HPO
HP:0000938,Osteopenia,224,HPO
HP:0003487,Babinski sign,224,HPO
HP:0003236,Elevated serum creatine kinase,223,HPO
HP:0000023,Inguinal hernia,222,HPO
HP:0000368,"Low-set, posteriorly rotated ears",222,HPO
HP:0000613,Photophobia,221,HPO
HP:0001371,Flexion contracture,220,HPO
HP:0000219,Thin upper lip vermilion,219,HPO
HP:0000135,Hypogonadism,217,HPO
HP:0000348,High forehead,217,HPO
HP:0001510,Growth delay,216,HPO
HP:0002465,Poor speech,216,HPO
HP:0002910,Elevated hepatic transaminase,216,HPO
HP:0000602,Ophthalmoplegia,215,HPO
HP:0002014,Diarrhea,215,HPO
HP:0002027,Abdominal pain,212,HPO
HP:0000520,Proptosis,211,HPO
HP:0002013,Vomiting,211,HPO
HP:0001824,Weight loss,209,HPO
HP:0000821,Hypothyroidism,208,HPO
HP:0007703,Abnormality of retinal pigmentation,206,HPO
HP:0001321,Cerebellar hypoplasia,202,HPO
HP:0001561,Polyhydramnios,202,HPO
HP:0001284,Areflexia,201,HPO
HP:0000272,Malar flattening,195,HPO
HP:0000819,Diabetes mellitus,195,HPO
HP:0001635,Congestive heart failure,195,HPO
HP:0000280,Coarse facial features,192,HPO
HP:0000278,Retrognathia,191,HPO
HP:0009830,Peripheral neuropathy,190,HPO
HP:0001276,Hypertonia,189,HPO
HP:0002098,Respiratory distress,189,HPO
HP:0000400,Macrotia,187,HPO
HP:0000276,Long face,186,HPO
HP:0000823,Delayed puberty,186,HPO
HP:0000718,Aggressive behavior,184,HPO
HP:0000752,Hyperactivity,183,HPO
HP:0000426,Prominent nasal bridge,182,HPO
HP:0002017,Nausea and vomiting,182,HPO
HP:0100660,Dyskinesia,182,HPO
HP:0002069,Bilateral tonic-clonic seizure,180,HPO
HP:0002360,Sleep disturbance,180,HPO
HP:0005692,Joint hyperflexibility,180,HPO
HP:0000248,Brachycephaly,179,HPO
HP:0000717,Autism,179,HPO
HP:0010628,Facial palsy,179,HPO
HP:0030680,Abnormality of cardiovascular system morphology,179,HPO
HP:0000126,Hydronephrosis,178,HPO
HP:0000093,Proteinuria,177,HPO
HP:0000358,Posteriorly rotated ears,177,HPO
HP:0005978,Type II diabetes mellitus,176,HPO
HP:0000160,Narrow mouth,174,HPO
HP:0001419,X-linked recessive inheritance,173,HPO
HP:0002342,"Intellectual disability, moderate",173,HPO
HP:0000322,Short philtrum,172,HPO
HP:0002151,Increased serum lactate,172,HPO
HP:0001328,Specific learning disability,171,HPO
HP:0001298,Encephalopathy,170,HPO
HP:0001558,Decreased fetal movement,170,HPO
HP:0001596,Alopecia,170,HPO
HP:0000510,Rod-cone dystrophy,169,HPO
HP:0002024,Malabsorption,169,HPO
HP:0006101,Finger syndactyly,169,HPO
HP:0001939,Abnormality of metabolism/homeostasis,168,HPO
HP:0002126,Polymicrogyria,167,HPO
HP:0002721,Immunodeficiency,167,HPO
HP:0002315,Headache,166,HPO
HP:0003677,Slow progression,166,HPO
HP:0001518,Small for gestational age,165,HPO
HP:0100490,Camptodactyly of finger,165,HPO
HP:0000490,Deeply set eye,164,HPO
HP:0000668,Hypodontia,164,HPO
HP:0003128,Lactic acidosis,164,HPO
HP:0002878,Respiratory failure,163,HPO
HP:0002421,Poor head control,161,HPO
HP:0001387,Joint stiffness,160,HPO
HP:0001388,Joint laxity,160,HPO
HP:0011220,Prominent forehead,160,HPO
HP:0000512,Abnormal electroretinogram,159,HPO
HP:0002066,Gait ataxia,159,HPO
HP:0001428,Somatic mutation,158,HPO
HP:0002521,Hypsarrhythmia,158,HPO
HP:0002716,Lymphadenopathy,157,HPO
HP:0000303,Mandibular prognathia,156,HPO
HP:0011675,Arrhythmia,156,HPO
HP:0000340,Sloping forehead,155,HPO
HP:0002104,Apnea,154,HPO
HP:0001943,Hypoglycemia,152,HPO
HP:0002751,Kyphoscoliosis,152,HPO
HP:0000268,Dolichocephaly,151,HPO
HP:0000411,Protruding ear,151,HPO
HP:0000612,Iris coloboma,151,HPO
HP:0001319,Neonatal hypotonia,151,HPO
HP:0002829,Arthralgia,151,HPO
HP:0007663,Reduced visual acuity,151,HPO
HP:0000044,Hypogonadotropic hypogonadism,150,HPO
HP:0000670,Carious teeth,150,HPO
HP:0000726,Dementia,150,HPO
HP:0001644,Dilated cardiomyopathy,149,HPO
HP:0008070,Sparse hair,149,HPO
HP:0000154,Wide mouth,147,HPO
HP:0000982,Palmoplantar keratoderma,147,HPO
HP:0001522,Death in infancy,147,HPO
HP:0002827,Hip dislocation,147,HPO
HP:0003829,Incomplete penetrance,147,HPO
HP:0000179,Thick lower lip vermilion,146,HPO
HP:0000662,Nyctalopia,146,HPO
HP:0000737,Irritability,146,HPO
HP:0008936,Muscular hypotonia of the trunk,146,HPO
HP:0030084,Clinodactyly,146,HPO
HP:0000020,Urinary incontinence,144,HPO
HP:0000580,Pigmentary retinopathy,144,HPO
HP:0002063,Rigidity,144,HPO
HP:0001638,Cardiomyopathy,143,HPO
HP:0002099,Asthma,143,HPO
HP:0002540,Inability to walk,143,HPO
HP:0001254,Lethargy,142,HPO
HP:0002553,Highly arched eyebrow,142,HPO
HP:0000684,Delayed eruption of teeth,141,HPO
HP:0000952,Jaundice,141,HPO
HP:0100704,Cerebral visual impairment,141,HPO
HP:0000733,Stereotypy,140,HPO
HP:0000164,Abnormality of the dentition,139,HPO
HP:0000958,Dry skin,139,HPO
HP:0001636,Tetralogy of Fallot,139,HPO
HP:0002167,Neurological speech impairment,139,HPO
HP:0000076,Vesicoureteral reflux,138,HPO
HP:0002076,Migraine,138,HPO
HP:0000768,Pectus carinatum,137,HPO
HP:0007256,Abnormal pyramidal sign,136,HPO
HP:0008734,Decreased testicular size,136,HPO
HP:0003307,Hyperlordosis,135,HPO
HP:0000980,Pallor,134,HPO
HP:0002757,Recurrent fractures,134,HPO
HP:0000337,Broad forehead,133,HPO
HP:0001875,Neutropenia,133,HPO
HP:0000389,Chronic otitis media,132,HPO
HP:0000506,Telecanthus,132,HPO
HP:0003394,Muscle spasm,132,HPO
HP:0008947,Infantile muscular hypotonia,132,HPO
HP:0000978,Bruising susceptibility,131,HPO
HP:0002317,Unsteady gait,131,HPO
HP:0003581,Adult onset,131,HPO
HP:0007359,Focal-onset seizure,131,HPO
HP:0100710,Impulsivity,131,HPO
HP:0000414,Bulbous nose,130,HPO
HP:0000540,Hypermetropia,130,HPO
HP:0002719,Recurrent infections,130,HPO
HP:0011344,Severe global developmental delay,130,HPO
HP:0008064,Ichthyosis,129,HPO
HP:0012448,Delayed myelination,129,HPO
HP:0002072,Chorea,128,HPO
HP:0008897,Postnatal growth retardation,128,HPO
HP:0000482,Microcornea,126,HPO
HP:0000572,Visual loss,126,HPO
HP:0001302,Pachygyria,126,HPO
HP:0001622,Premature birth,126,HPO
HP:0002714,Downturned corners of mouth,126,HPO
HP:0002094,Dyspnea,125,HPO
HP:0000455,Broad nasal tip,124,HPO
HP:0000565,Esotropia,124,HPO
HP:0003326,Myalgia,124,HPO
HP:0000789,Infertility,123,HPO
HP:0001385,Hip dysplasia,123,HPO
HP:0002705,"High, narrow palate",123,HPO
HP:0000790,Hematuria,122,HPO
HP:0002023,Anal atresia,122,HPO
HP:0000457,Depressed nasal ridge,121,HPO
HP:0000738,Hallucinations,121,HPO
HP:0001363,Craniosynostosis,121,HPO
HP:0001394,Cirrhosis,121,HPO
HP:0002460,Distal muscle weakness,121,HPO
HP:0002021,Pyloric stenosis,120,HPO
HP:0012385,Camptodactyly,120,HPO
HP:0000483,Astigmatism,119,HPO
HP:0000504,Abnormality of vision,119,HPO
HP:0001305,Dandy-Walker malformation,119,HPO
HP:0001310,Dysmetria,119,HPO
HP:0001562,Oligohydramnios,119,HPO
HP:0001773,Short foot,119,HPO
HP:0002857,Genu valgum,119,HPO
HP:0000664,Synophrys,118,HPO
HP:0000842,Hyperinsulinemia,118,HPO
HP:0003324,Generalized muscle weakness,118,HPO
HP:0003457,EMG abnormality,118,HPO
HP:0003701,Proximal muscle weakness,118,HPO
HP:0000158,Macroglossia,117,HPO
HP:0000712,Emotional lability,117,HPO
HP:0000786,Primary amenorrhea,117,HPO
HP:0001268,Mental deterioration,117,HPO
HP:0002133,Status epilepticus,117,HPO
HP:0007957,Corneal opacity,117,HPO
HP:0000975,Hyperhidrosis,116,HPO
HP:0001770,Toe syndactyly,116,HPO
HP:0002239,Gastrointestinal hemorrhage,116,HPO
HP:0002251,Aganglionic megacolon,116,HPO
HP:0010783,Erythema,116,HPO
HP:0012735,Cough,116,HPO
HP:0001399,Hepatic failure,115,HPO
HP:0002089,Pulmonary hypoplasia,115,HPO
HP:0002804,Arthrogryposis multiplex congenita,115,HPO
HP:0000327,Hypoplasia of the maxilla,114,HPO
HP:0000488,Retinopathy,114,HPO
HP:0002110,Bronchiectasis,114,HPO
HP:0000100,Nephrotic syndrome,113,HPO
HP:0002092,Pulmonary arterial hypertension,113,HPO
HP:0003458,EMG: myopathic abnormalities,113,HPO
HP:0003745,Sporadic,112,HPO
HP:0000319,Smooth philtrum,111,HPO
HP:0000324,Facial asymmetry,111,HPO
HP:0001053,Hypopigmented skin patches,111,HPO
HP:0002090,Pneumonia,111,HPO
HP:0003693,Distal amyotrophy,111,HPO
HP:0000204,Cleft upper lip,110,HPO
HP:0000232,Everted lower lip vermilion,110,HPO
HP:0000293,Full cheeks,110,HPO
HP:0000112,Nephropathy,109,HPO
HP:0000325,Triangular face,109,HPO
HP:0000543,Optic disc pallor,109,HPO
HP:0000574,Thick eyebrow,109,HPO
HP:0000774,Narrow chest,109,HPO
HP:0002354,Memory impairment,109,HPO
HP:0004374,Hemiplegia/hemiparesis,109,HPO
HP:0000563,Keratoconus,107,HPO
HP:0002187,"Intellectual disability, profound",107,HPO
HP:0000003,Multicystic kidney dysplasia,106,HPO
HP:0000691,Microdontia,106,HPO
HP:0001696,Situs inversus totalis,106,HPO
HP:0002123,Generalized myoclonic seizure,106,HPO
HP:0000193,Bifid uvula,105,HPO
HP:0002652,Skeletal dysplasia,105,HPO
HP:0002983,Micromelia,105,HPO
HP:0000341,Narrow forehead,104,HPO
HP:0001653,Mitral regurgitation,104,HPO
HP:0004279,Short palm,104,HPO
HP:0000453,Choanal atresia,103,HPO
HP:0000989,Pruritus,103,HPO
HP:0001166,Arachnodactyly,103,HPO
HP:0002515,Waddling gait,103,HPO
HP:0008551,Microtia,103,HPO
HP:0000035,Abnormal testis morphology,102,HPO
HP:0000233,Thin vermilion border,102,HPO
HP:0000581,Blepharophimosis,102,HPO
HP:0001315,Reduced tendon reflexes,102,HPO
HP:0001369,Arthritis,102,HPO
HP:0000519,Developmental cataract,101,HPO
HP:0000926,Platyspondyly,101,HPO
HP:0002121,Generalized non-motor (absence) seizure,101,HPO
HP:0007360,Aplasia/Hypoplasia of the cerebellum,101,HPO
HP:0007370,Aplasia/Hypoplasia of the corpus callosum,101,HPO
HP:0000104,Renal agenesis,100,HPO
HP:0000736,Short attention span,100,HPO
HP:0000987,Atypical scarring of skin,100,HPO
HP:0001382,Joint hypermobility,100,HPO
HP:0200042,Skin ulcer,100,HPO
HP:0000944,Abnormality of the metaphysis,98,HPO
HP:0001231,Abnormal fingernail morphology,98,HPO
HP:0001300,Parkinsonism,98,HPO
HP:0003477,Peripheral axonal neuropathy,98,HPO
HP:0200134,Epileptic encephalopathy,98,HPO
HP:0000969,Edema,97,HPO
HP:0002067,Bradykinesia,97,HPO
HP:0002230,Generalized hirsutism,97,HPO
HP:0002415,Leukodystrophy,97,HPO
HP:0002490,Increased CSF lactate,97,HPO
HP:0001642,Pulmonic stenosis,96,HPO
HP:0002209,Sparse scalp hair,96,HPO
HP:0008046,Abnormal retinal vascular morphology,96,HPO
HP:0012471,Thick vermilion border,96,HPO
HP:0031936,Delayed ability to walk,96,HPO
HP:0000010,Recurrent urinary tract infections,95,HPO
HP:0000107,Renal cyst,95,HPO
HP:0200055,Small hand,95,HPO
HP:0000403,Recurrent otitis media,94,HPO
HP:0000601,Hypotelorism,94,HPO
HP:0000682,Abnormality of dental enamel,94,HPO
HP:0000689,Dental malocclusion,94,HPO
HP:0000826,Precocious puberty,94,HPO
HP:0001159,Syndactyly,94,HPO
HP:0002514,Cerebral calcification,94,HPO
HP:0002936,Distal sensory impairment,94,HPO
HP:0003621,Juvenile onset,94,HPO
HP:0000194,Open mouth,93,HPO
HP:0000964,Eczema,93,HPO
HP:0001162,Postaxial hand polydactyly,93,HPO
HP:0001611,Nasal speech,93,HPO
HP:0003270,Abdominal distention,93,HPO
HP:0000027,Azoospermia,92,HPO
HP:0000089,Renal hypoplasia,92,HPO
HP:0000445,Wide nose,92,HPO
HP:0000962,Hyperkeratosis,92,HPO
HP:0002359,Frequent falls,92,HPO
HP:0002875,Exertional dyspnea,92,HPO
HP:0000311,Round face,91,HPO
HP:0000713,Agitation,91,HPO
HP:0001269,Hemiparesis,91,HPO
HP:0001531,Failure to thrive in infancy,91,HPO
HP:0000212,Gingival overgrowth,90,HPO
HP:0000771,Gynecomastia,90,HPO
HP:0001182,Tapered finger,90,HPO
HP:0001320,Cerebellar vermis hypoplasia,90,HPO
HP:0003312,Abnormal form of the vertebral bodies,90,HPO
HP:0000377,Abnormality of the pinna,89,HPO
HP:0000465,Webbed neck,89,HPO
HP:0000787,Nephrolithiasis,89,HPO
HP:0001007,Hirsutism,89,HPO
HP:0002307,Drooling,89,HPO
HP:0003510,Severe short stature,89,HPO
HP:0001376,Limitation of joint mobility,88,HPO
HP:0001876,Pancytopenia,88,HPO
HP:0002194,Delayed gross motor development,88,HPO
HP:0002321,Vertigo,88,HPO
HP:0003546,Exercise intolerance,88,HPO
HP:0025356,Psychomotor retardation,88,HPO
HP:0100749,Chest pain,88,HPO
HP:0000546,Retinal degeneration,87,HPO
HP:0000708,Behavioral abnormality,87,HPO
HP:0002073,Progressive cerebellar ataxia,87,HPO
HP:0002747,Respiratory insufficiency due to muscle weakness,87,HPO
HP:0006610,Wide intermamillary distance,87,HPO
HP:0007675,Progressive night blindness,87,HPO
HP:0000421,Epistaxis,86,HPO
HP:0000709,Psychosis,86,HPO
HP:0000992,Cutaneous photosensitivity,86,HPO
HP:0001279,Syncope,86,HPO
HP:0001397,Hepatic steatosis,86,HPO
HP:0001433,Hepatosplenomegaly,86,HPO
HP:0001640,Cardiomegaly,86,HPO
HP:0002789,Tachypnea,86,HPO
HP:0005930,Abnormality of epiphysis morphology,86,HPO
HP:0008404,Nail dystrophy,86,HPO
HP:0012368,Flat face,86,HPO
HP:0000062,Ambiguous genitalia,85,HPO
HP:0000657,Oculomotor apraxia,85,HPO
HP:0000998,Hypertrichosis,85,HPO
HP:0002039,Anorexia,85,HPO
HP:0003401,Paresthesia,85,HPO
HP:0009882,Short distal phalanx of finger,85,HPO
HP:0012745,Short palpebral fissure,85,HPO
HP:0000275,Narrow face,84,HPO
HP:0001258,Spastic paraplegia,84,HPO
HP:0001882,Leukopenia,84,HPO
HP:0002352,Leukoencephalopathy,84,HPO
HP:0002510,Spastic tetraplegia,84,HPO
HP:0000541,Retinal detachment,83,HPO
HP:0000556,Retinal dystrophy,83,HPO
HP:0000824,Growth hormone deficiency,83,HPO
HP:0000954,Single transverse palmar crease,83,HPO
HP:0001131,Corneal dystrophy,83,HPO
HP:0001266,Choreoathetosis,83,HPO
HP:0001331,Absent septum pellucidum,83,HPO
HP:0001712,Left ventricular hypertrophy,83,HPO
HP:0000527,Long eyelashes,82,HPO
HP:0000592,Blue sclerae,82,HPO
HP:0000988,Skin rash,82,HPO
HP:0001634,Mitral valve prolapse,82,HPO
HP:0001645,Sudden cardiac death,82,HPO
HP:0002665,Lymphoma,82,HPO
HP:0004691,2-3 toe syndactyly,82,HPO
HP:0008572,External ear malformation,82,HPO
HP:0001357,Plagiocephaly,81,HPO
HP:0001482,Subcutaneous nodule,81,HPO
HP:0002162,Low posterior hairline,81,HPO
HP:0002164,Nail dysplasia,81,HPO
HP:0000551,Color vision defect,80,HPO
HP:0000776,Congenital diaphragmatic hernia,80,HPO
HP:0002033,Poor suck,80,HPO
HP:0002071,Abnormality of extrapyramidal motor function,80,HPO
HP:0100716,Self-injurious behavior,80,HPO
HP:0000430,Underdeveloped nasal alae,79,HPO
HP:0000678,Dental crowding,79,HPO
HP:0010804,Tented upper lip vermilion,79,HPO
HP:0001541,Ascites,78,HPO
HP:0003774,Stage 5 chronic kidney disease,78,HPO
HP:0006824,Cranial nerve paralysis,78,HPO
HP:0001395,Hepatic fibrosis,77,HPO
HP:0000963,Thin skin,76,HPO
HP:0001746,Asplenia,76,HPO
HP:0002509,Limb hypertonia,76,HPO
HP:0002516,Increased intracranial pressure,76,HPO
HP:0004349,Reduced bone mineral density,76,HPO
HP:0007141,Sensorimotor neuropathy,76,HPO
HP:0008066,Abnormal blistering of the skin,76,HPO
HP:0100578,Lipoatrophy,76,HPO
HP:0000239,Large fontanelles,75,HPO
HP:0000646,Amblyopia,75,HPO
HP:0001647,Bicuspid aortic valve,75,HPO
HP:0001874,Abnormality of neutrophils,75,HPO
HP:0001883,Talipes,75,HPO
HP:0001942,Metabolic acidosis,75,HPO
HP:0002084,Encephalocele,75,HPO
HP:0002566,Intestinal malrotation,75,HPO
HP:0001259,Coma,74,HPO
HP:0001944,Dehydration,74,HPO
HP:0004313,Decreased circulating antibody level,74,HPO
HP:0000098,Tall stature,73,HPO
HP:0000817,Poor eye contact,73,HPO
HP:0001161,Hand polydactyly,73,HPO
HP:0001181,Adducted thumb,73,HPO
HP:0002575,Tracheoesophageal fistula,73,HPO
HP:0000307,Pointed chin,72,HPO
HP:0000529,Progressive visual loss,72,HPO
HP:0000651,Diplopia,72,HPO
HP:0000965,Cutis marmorata,72,HPO
HP:0001374,Congenital hip dislocation,72,HPO
HP:0001659,Aortic regurgitation,72,HPO
HP:0001680,Coarctation of aorta,72,HPO
HP:0002197,Generalized-onset seizure,72,HPO
HP:0002213,Fine hair,72,HPO
HP:0002653,Bone pain,72,HPO
HP:0002960,Autoimmunity,72,HPO
HP:0003298,Spina bifida occulta,72,HPO
HP:0003691,Scapular winging,72,HPO
HP:0008678,Renal hypoplasia/aplasia,72,HPO
HP:0009027,Foot dorsiflexor weakness,72,HPO
HP:0100806,Sepsis,72,HPO
HP:0000253,Progressive microcephaly,71,HPO
HP:0000260,Wide anterior fontanel,71,HPO
HP:0000448,Prominent nose,71,HPO
HP:0000960,Sacral dimple,71,HPO
HP:0002373,Febrile seizure (within the age range of 3 months to 6 years),71,HPO
HP:0002539,Cortical dysplasia,71,HPO
HP:0007340,Lower limb muscle weakness,71,HPO
HP:0100759,Clubbing of fingers,71,HPO
HP:0000294,Low anterior hairline,70,HPO
HP:0000864,Abnormality of the hypothalamus-pituitary axis,70,HPO
HP:0001658,Myocardial infarction,70,HPO
HP:0002091,Restrictive ventilatory defect,70,HPO
HP:0002155,Hypertriglyceridemia,70,HPO
HP:0002171,Gliosis,70,HPO
HP:0002863,Myelodysplasia,70,HPO
HP:0003388,Easy fatigability,70,HPO
HP:0005484,Postnatal microcephaly,70,HPO
HP:0008619,Bilateral sensorineural hearing impairment,70,HPO
HP:0010049,Short metacarpal,70,HPO
HP:0200034,Papule,70,HPO
HP:0000637,Long palpebral fissure,69,HPO
HP:0001297,Stroke,69,HPO
HP:0001888,Lymphopenia,69,HPO
HP:0002080,Intention tremor,69,HPO
HP:0002136,Broad-based gait,69,HPO
HP:0006829,Severe muscular hypotonia,69,HPO
HP:0100750,Atelectasis,69,HPO
HP:0000110,Renal dysplasia,68,HPO
HP:0000966,Hypohidrosis,68,HPO
HP:0001618,Dysphonia,68,HPO
HP:0001962,Palpitations,68,HPO
HP:0002673,Coxa valga,68,HPO
HP:0002718,Recurrent bacterial infections,68,HPO
HP:0003560,Muscular dystrophy,68,HPO
HP:0006380,Knee flexion contracture,68,HPO
HP:0007598,Bilateral single transverse palmar creases,68,HPO
HP:0001852,Sandal gap,67,HPO
HP:0002070,Limb ataxia,67,HPO
HP:0002180,Neurodegeneration,67,HPO
HP:0002269,Abnormality of neuronal migration,67,HPO
HP:0002282,Gray matter heterotopia,67,HPO
HP:0002938,Lumbar hyperlordosis,67,HPO
HP:0002987,Elbow flexion contracture,67,HPO
HP:0000121,Nephrocalcinosis,66,HPO
HP:0001287,Meningitis,66,HPO
HP:0002615,Hypotension,66,HPO
HP:0005616,Accelerated skeletal maturation,66,HPO
HP:0012332,Abnormal autonomic nervous system physiology,66,HPO
HP:0000535,Sparse and thin eyebrow,65,HPO
HP:0000687,Widely spaced teeth,65,HPO
HP:0001392,Abnormality of the liver,65,HPO
HP:0001423,X-linked dominant inheritance,65,HPO
HP:0001539,Omphalocele,65,HPO
HP:0001609,Hoarse voice,65,HPO
HP:0001627,Abnormal heart morphology,65,HPO
HP:0002974,Radioulnar synostosis,65,HPO
HP:0005268,Spontaneous abortion,65,HPO
HP:0008180,Mildly elevated creatine kinase,65,HPO
HP:0009804,Reduced number of teeth,65,HPO
HP:0100753,Schizophrenia,65,HPO
HP:0000444,Convex nasal ridge,64,HPO
HP:0001608,Abnormality of the voice,64,HPO
HP:0001878,Hemolytic anemia,64,HPO
HP:0011304,Broad thumb,64,HPO
HP:0000957,Cafe-au-lait spot,63,HPO
HP:0001262,Excessive daytime somnolence,63,HPO
HP:0001417,X-linked inheritance,63,HPO
HP:0003737,Mitochondrial myopathy,63,HPO
HP:0005584,Renal cell carcinoma,63,HPO
HP:0012207,Reduced sperm motility,63,HPO
HP:0012531,Pain,63,HPO
HP:0000577,Exotropia,62,HPO
HP:0000589,Coloboma,62,HPO
HP:0000772,Abnormality of the ribs,62,HPO
HP:0001733,Pancreatitis,62,HPO
HP:0001792,Small nail,62,HPO
HP:0012444,Brain atrophy,62,HPO
HP:0000072,Hydroureter,61,HPO
HP:0000202,Oral cleft,61,HPO
HP:0000528,Anophthalmia,61,HPO
HP:0000722,Obsessive-compulsive behavior,61,HPO
HP:0000953,Hyperpigmentation of the skin,61,HPO
HP:0001081,Cholelithiasis,61,HPO
HP:0001829,Foot polydactyly,61,HPO
HP:0001892,Abnormal bleeding,61,HPO
HP:0002018,Nausea,61,HPO
HP:0003355,Aminoaciduria,61,HPO
HP:0004325,Decreased body weight,61,HPO
HP:0001410,Decreased liver function,60,HPO
HP:0001928,Abnormality of coagulation,60,HPO
HP:0002206,Pulmonary fibrosis,60,HPO
HP:0002365,Hypoplasia of the brainstem,60,HPO
HP:0003002,Breast carcinoma,60,HPO
HP:0003073,Hypoalbuminemia,60,HPO
HP:0003552,Muscle stiffness,60,HPO
HP:0004422,Biparietal narrowing,60,HPO
HP:0006297,Hypoplasia of dental enamel,60,HPO
HP:0006532,Recurrent pneumonia,60,HPO
HP:0008665,Clitoral hypertrophy,60,HPO
