term_id,term_name,genes_associated_in_db,source
C3888631,Monogenic diabetes,16,GENOMICS_ENGLAND
C0085215,"Ovarian Failure, Premature",15,GENOMICS_ENGLAND
C0086543,Cataract,15,GENOMICS_ENGLAND
C0265965,Dyskeratosis Congenita,15,GENOMICS_ENGLAND
C0268237,Cytochrome-c Oxidase Deficiency,15,GENOMICS_ENGLAND
C0339535,"Night blindness, congenital stationary",15,GENOMICS_ENGLAND
C1704374,Carcinoma of Endocrine Gland,15,GENOMICS_ENGLAND
C4551675,"Keratoderma, Palmoplantar",15,GENOMICS_ENGLAND
C0007194,Hypertrophic Cardiomyopathy,14,GENOMICS_ENGLAND
C0008924,Cleft upper lip,14,GENOMICS_ENGLAND
C0010346,Crohn Disease,14,GENOMICS_ENGLAND
C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",14,GENOMICS_ENGLAND
C0019569,Hirschsprung Disease,14,GENOMICS_ENGLAND
C0027707,"Nephritis, Interstitial",14,GENOMICS_ENGLAND
C0079541,Holoprosencephaly,14,GENOMICS_ENGLAND
C0340543,Familial primary pulmonary hypertension,14,GENOMICS_ENGLAND
C0006142,Malignant neoplasm of breast,13,GENOMICS_ENGLAND
C0018784,Sensorineural Hearing Loss (disorder),13,GENOMICS_ENGLAND
C0028326,Noonan Syndrome,13,GENOMICS_ENGLAND
C0242383,Age related macular degeneration,13,GENOMICS_ENGLAND
C0266468,Congenital pontocerebellar hypoplasia,13,GENOMICS_ENGLAND
C0687120,Nephronophthisis,13,GENOMICS_ENGLAND
C1136249,"Mental Retardation, X-Linked",13,GENOMICS_ENGLAND
C3203102,Idiopathic pulmonary arterial hypertension,13,GENOMICS_ENGLAND
C0008370,Cholestasis,12,GENOMICS_ENGLAND
C0010308,Congenital Hypothyroidism,12,GENOMICS_ENGLAND
C0043459,Zellweger Syndrome,12,GENOMICS_ENGLAND
C0206695,"Carcinoma, Neuroendocrine",12,GENOMICS_ENGLAND
C0340970,Congenital neutropenia,12,GENOMICS_ENGLAND
C1140680,Malignant neoplasm of ovary,12,GENOMICS_ENGLAND
C1968949,Cakut,12,GENOMICS_ENGLAND
C2700553,Omenn Syndrome,12,GENOMICS_ENGLAND
C0023418,leukemia,11,GENOMICS_ENGLAND
C0029434,Osteogenesis Imperfecta,11,GENOMICS_ENGLAND
C0041349,"Nephritis, Tubulointerstitial",11,GENOMICS_ENGLAND
C0278996,Malignant Head and Neck Neoplasm,11,GENOMICS_ENGLAND
C0342276,Maturity onset diabetes mellitus in young,11,GENOMICS_ENGLAND
C0403553,Renal dysplasia and retinal aplasia (disorder),11,GENOMICS_ENGLAND
C0497327,Dementia,11,GENOMICS_ENGLAND
C1449563,"Cardiomyopathy, Familial Idiopathic",11,GENOMICS_ENGLAND
C4721541,PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER),11,GENOMICS_ENGLAND
C0001768,Agammaglobulinemia,10,GENOMICS_ENGLAND
C0002452,Amelogenesis Imperfecta,10,GENOMICS_ENGLAND
C0002736,Amyotrophic Lateral Sclerosis,10,GENOMICS_ENGLAND
C0017668,Focal glomerulosclerosis,10,GENOMICS_ENGLAND
C0037773,"Spastic Paraplegia, Hereditary",10,GENOMICS_ENGLAND
C0079504,Hermanski-Pudlak Syndrome,10,GENOMICS_ENGLAND
C0265275,Jeune thoracic dystrophy,10,GENOMICS_ENGLAND
C2973725,Pulmonary arterial hypertension,10,GENOMICS_ENGLAND
C4022810,Abnormality of nervous system morphology,10,GENOMICS_ENGLAND
C0031511,Pheochromocytoma,9,GENOMICS_ENGLAND
C0038644,Sudden infant death syndrome,9,GENOMICS_ENGLAND
C0086438,Hypogammaglobulinemia,9,GENOMICS_ENGLAND
C0152171,Idiopathic pulmonary hypertension,9,GENOMICS_ENGLAND
C0221355,Macrocephaly,9,GENOMICS_ENGLAND
C0265338,Coffin-Siris syndrome,9,GENOMICS_ENGLAND
C1846142,HOYERAAL-HREIDARSSON SYNDROME,9,GENOMICS_ENGLAND
C4049702,"Focal Segmental Glomerulosclerosis, Not Otherwise Specified",9,GENOMICS_ENGLAND
C4087273,C3 glomerulopathy,9,GENOMICS_ENGLAND
C0030421,Paraganglioma,8,GENOMICS_ENGLAND
C0037772,Spastic Paraplegia,8,GENOMICS_ENGLAND
C0039685,Tetralogy of Fallot,8,GENOMICS_ENGLAND
C0206157,"Myopathies, Nemaline",8,GENOMICS_ENGLAND
C0266642,Situs ambiguus,8,GENOMICS_ENGLAND
C0342482,X-linked Adrenal Hypoplasia,8,GENOMICS_ENGLAND
C0342573,PITUITARY DWARFISM I,8,GENOMICS_ENGLAND
C0476089,Endometrial Carcinoma,8,GENOMICS_ENGLAND
C0856975,Autistic behavior,8,GENOMICS_ENGLAND
C1142166,Brugada Syndrome (disorder),8,GENOMICS_ENGLAND
C2677504,"AUTISM, SUSCEPTIBILITY TO, 15",8,GENOMICS_ENGLAND
C4021790,Abnormality of the skeletal system,8,GENOMICS_ENGLAND
C4225275,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 40",8,GENOMICS_ENGLAND
C4317224,Congenital disorder of glycosylation type 1q,8,GENOMICS_ENGLAND
C0004138,"Ataxias, Hereditary",7,GENOMICS_ENGLAND
C0020445,"Hypercholesterolemia, Familial",7,GENOMICS_ENGLAND
C0023449,Acute lymphocytic leukemia,7,GENOMICS_ENGLAND
C0024141,"Lupus Erythematosus, Systemic",7,GENOMICS_ENGLAND
C0079154,Congenital Nonbullous Ichthyosiform Erythroderma,7,GENOMICS_ENGLAND
C0175693,Russell-Silver syndrome,7,GENOMICS_ENGLAND
C0338451,Frontotemporal dementia,7,GENOMICS_ENGLAND
C0393591,AICARDI-GOUTIERES SYNDROME,7,GENOMICS_ENGLAND
C1510586,Autism Spectrum Disorders,7,GENOMICS_ENGLAND
C1631597,"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1 (disorder)",7,GENOMICS_ENGLAND
C1836830,Developmental regression,7,GENOMICS_ENGLAND
C1855675,Arima syndrome,7,GENOMICS_ENGLAND
C2697932,Loeys-Dietz Syndrome,7,GENOMICS_ENGLAND
C4551637,"Erythrocytosis familial, 1",7,GENOMICS_ENGLAND
C0009324,Ulcerative Colitis,6,GENOMICS_ENGLAND
C0009691,Congenital cataract,6,GENOMICS_ENGLAND
C0010278,Craniosynostosis,6,GENOMICS_ENGLAND
C0010495,Cutis Laxa,6,GENOMICS_ENGLAND
C0023976,Long QT Syndrome,6,GENOMICS_ENGLAND
C0035078,Kidney Failure,6,GENOMICS_ENGLAND
C0036439,"Scoliosis, unspecified",6,GENOMICS_ENGLAND
C0078918,"Albinism, Oculocutaneous",6,GENOMICS_ENGLAND
C0152200,Achromatopsia,6,GENOMICS_ENGLAND
C0238339,Hereditary pancreatitis,6,GENOMICS_ENGLAND
C0344490,Sacral agenesis,6,GENOMICS_ENGLAND
C0376358,Malignant neoplasm of prostate,6,GENOMICS_ENGLAND
C0699743,Congenital muscular dystrophy (disorder),6,GENOMICS_ENGLAND
C0740457,Malignant neoplasm of kidney,6,GENOMICS_ENGLAND
C0848548,hypertensive nephropathy,6,GENOMICS_ENGLAND
C1275808,Congenital central hypoventilation,6,GENOMICS_ENGLAND
C2931788,Atypical Hemolytic Uremic Syndrome,6,GENOMICS_ENGLAND
C3888239,"HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1",6,GENOMICS_ENGLAND
C4025846,Abnormality of vision,6,GENOMICS_ENGLAND
C4551482,Adams-Oliver syndrome 1,6,GENOMICS_ENGLAND
C0004238,Atrial Fibrillation,5,GENOMICS_ENGLAND
C0004903,Beckwith-Wiedemann Syndrome,5,GENOMICS_ENGLAND
C0015544,Failure to Thrive,5,GENOMICS_ENGLAND
C0019829,Hodgkin Disease,5,GENOMICS_ENGLAND
C0020179,Huntington Disease,5,GENOMICS_ENGLAND
C0024138,"Lupus Erythematosus, Discoid",5,GENOMICS_ENGLAND
C0025149,Medulloblastoma,5,GENOMICS_ENGLAND
C0025202,melanoma,5,GENOMICS_ENGLAND
C0025322,Premature Menopause,5,GENOMICS_ENGLAND
C0026760,Multiple Epiphyseal Dysplasia,5,GENOMICS_ENGLAND
C0027708,Nephroblastoma,5,GENOMICS_ENGLAND
C0029294,Orofaciodigital Syndromes,5,GENOMICS_ENGLAND
C0029456,Osteoporosis,5,GENOMICS_ENGLAND
C0029463,Osteosarcoma,5,GENOMICS_ENGLAND
C0034067,Pulmonary Emphysema,5,GENOMICS_ENGLAND
C0079301,Junctional Epidermolysis Bullosa,5,GENOMICS_ENGLAND
C0175704,LEOPARD Syndrome,5,GENOMICS_ENGLAND
C0234398,Visual Cortex Disorder,5,GENOMICS_ENGLAND
C0265221,Walker-Warburg congenital muscular dystrophy,5,GENOMICS_ENGLAND
C0265343,Jarcho-Levin syndrome,5,GENOMICS_ENGLAND
C0266470,Cerebellar Hypoplasia,5,GENOMICS_ENGLAND
C0268374,Adult junctional epidermolysis bullosa (disorder),5,GENOMICS_ENGLAND
C0268389,"Amyloidosis, familial visceral",5,GENOMICS_ENGLAND
C0282525,"Adrenoleukodystrophy, Neonatal",5,GENOMICS_ENGLAND
C0338656,Impaired cognition,5,GENOMICS_ENGLAND
C0342384,Idiopathic hypogonadotropic hypogonadism,5,GENOMICS_ENGLAND
C0344559,Irido-corneo-trabecular dysgenesis (disorder),5,GENOMICS_ENGLAND
C0455988,"Hydrops Fetalis, Non-Immune",5,GENOMICS_ENGLAND
C0546264,Congenital Fiber Type Disproportion,5,GENOMICS_ENGLAND
C0745103,Hyperlipoproteinemia Type IIa,5,GENOMICS_ENGLAND
C0810364,Cleft Lip with or without Cleft Palate,5,GENOMICS_ENGLAND
C1275081,Cardio-facio-cutaneous syndrome,5,GENOMICS_ENGLAND
C1276035,Pena-Shokeir syndrome type I,5,GENOMICS_ENGLAND
C1708353,Hereditary Paraganglioma-Pheochromocytoma Syndrome,5,GENOMICS_ENGLAND
C1833104,"DIABETES MELLITUS, PERMANENT NEONATAL",5,GENOMICS_ENGLAND
C1847319,PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA,5,GENOMICS_ENGLAND
C1857586,CONOTRUNCAL HEART MALFORMATIONS (disorder),5,GENOMICS_ENGLAND
C1858991,Childhood Ataxia with Central Nervous System Hypomyelinization,5,GENOMICS_ENGLAND
C2020284,"Stickler syndrome, type 1",5,GENOMICS_ENGLAND
C2678065,Myofibrillar Myopathy,5,GENOMICS_ENGLAND
C2751260,Macrothrombocytopenia,5,GENOMICS_ENGLAND
C3178805,Heterotaxy Syndrome,5,GENOMICS_ENGLAND
C3266898,Waardenburg Syndrome,5,GENOMICS_ENGLAND
C3281201,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 12",5,GENOMICS_ENGLAND
C3550234,PEROXISOME BIOGENESIS DISORDER 2B,5,GENOMICS_ENGLAND
C3550693,PEROXISOME BIOGENESIS DISORDER 3B,5,GENOMICS_ENGLAND
C3553264,JOUBERT SYNDROME 17,5,GENOMICS_ENGLAND
C4085590,Cone-Rod Dystrophies,5,GENOMICS_ENGLAND
C4552100,Lynch Syndrome,5,GENOMICS_ENGLAND
C0002170,Alopecia,4,GENOMICS_ENGLAND
C0002726,Amyloidosis,4,GENOMICS_ENGLAND
C0002876,Congenital dyserythropoietic anemia,4,GENOMICS_ENGLAND
C0007959,Charcot-Marie-Tooth Disease,4,GENOMICS_ENGLAND
C0011195,Dejerine-Sottas Disease (disorder),4,GENOMICS_ENGLAND
C0013902,"Elliptocytosis, Hereditary",4,GENOMICS_ENGLAND
C0019061,Hemolytic-Uremic Syndrome,4,GENOMICS_ENGLAND
C0023452,Childhood Acute Lymphoblastic Leukemia,4,GENOMICS_ENGLAND
C0024776,Maple Syrup Urine Disease,4,GENOMICS_ENGLAND
C0026706,Mucopolysaccharidosis III,4,GENOMICS_ENGLAND
C0026847,Spinal Muscular Atrophy,4,GENOMICS_ENGLAND
C0027947,Neutropenia,4,GENOMICS_ENGLAND
C0029124,Optic Atrophy,4,GENOMICS_ENGLAND
C0086873,Pseudopelade,4,GENOMICS_ENGLAND
C0235946,Cerebral atrophy,4,GENOMICS_ENGLAND
C0241908,"Hematuria, Benign Familial",4,GENOMICS_ENGLAND
C0265325,Turcot syndrome (disorder),4,GENOMICS_ENGLAND
C0265610,Clinodactyly of fingers,4,GENOMICS_ENGLAND
C0266313,Allanson Pantzar McLeod syndrome,4,GENOMICS_ENGLAND
C0266484,Schizencephaly,4,GENOMICS_ENGLAND
C0270914,Hereditary Motor and Sensory-Neuropathy Type II,4,GENOMICS_ENGLAND
C0282527,Infantile Refsum Disease (disorder),4,GENOMICS_ENGLAND
C0311338,Fundus Albipunctatus,4,GENOMICS_ENGLAND
C0349535,Carcinoid tumor of intestine,4,GENOMICS_ENGLAND
C0349639,Juvenile Myelomonocytic Leukemia,4,GENOMICS_ENGLAND
C0431391,Hemimegalencephaly,4,GENOMICS_ENGLAND
C0432235,CRANIOECTODERMAL DYSPLASIA 1,4,GENOMICS_ENGLAND
C0685838,Gonadal dysgenesis XX type deafness,4,GENOMICS_ENGLAND
C0751606,Adult Acute Lymphocytic Leukemia,4,GENOMICS_ENGLAND
C0752166,Bardet-Biedl Syndrome,4,GENOMICS_ENGLAND
C0796160,"MENTAL RETARDATION, X-LINKED, SNYDER-ROBINSON TYPE",4,GENOMICS_ENGLAND
C0948008,Ischemic stroke,4,GENOMICS_ENGLAND
C1319466,Barber Say syndrome,4,GENOMICS_ENGLAND
C1567742,"Alport Syndrome, X-Linked",4,GENOMICS_ENGLAND
C1567743,"Alport Syndrome, Autosomal Dominant",4,GENOMICS_ENGLAND
C1567744,"Alport Syndrome, Autosomal Recessive",4,GENOMICS_ENGLAND
C1704380,Distal Renal Tubular Acidosis,4,GENOMICS_ENGLAND
C1720189,Episodic Ataxia,4,GENOMICS_ENGLAND
C1832702,"BRACHYDACTYLY, TYPE A2",4,GENOMICS_ENGLAND
C1834523,"ARTHROGRYPOSIS, DISTAL, TYPE 2B",4,GENOMICS_ENGLAND
C1834674,BETHLEM MYOPATHY 1,4,GENOMICS_ENGLAND
C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,4,GENOMICS_ENGLAND
C1858679,"CATARACT, AUTOSOMAL DOMINANT",4,GENOMICS_ENGLAND
C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,4,GENOMICS_ENGLAND
C2936846,Scarring alopecia,4,GENOMICS_ENGLAND
C3160718,"PARKINSON DISEASE, LATE-ONSET",4,GENOMICS_ENGLAND
C3714534,dowling-degos disease,4,GENOMICS_ENGLAND
C3808988,"FANCONI ANEMIA, COMPLEMENTATION GROUP Q",4,GENOMICS_ENGLAND
C4025860,Hearing abnormality,4,GENOMICS_ENGLAND
C4084823,"MYASTHENIC SYNDROME, CONGENITAL, 1A, SLOW-CHANNEL",4,GENOMICS_ENGLAND
C4310809,ANTERIOR SEGMENT DYSGENESIS 5,4,GENOMICS_ENGLAND
C4316812,Fibrinogen Deficiency,4,GENOMICS_ENGLAND
C4551484,Leopard Syndrome 1,4,GENOMICS_ENGLAND
C4551485,Clinodactyly,4,GENOMICS_ENGLAND
C4733333,familial non-medullary thyroid cancer,4,GENOMICS_ENGLAND
C0002395,Alzheimer's Disease,3,GENOMICS_ENGLAND
C0002874,Aplastic Anemia,3,GENOMICS_ENGLAND
C0002896,Sideroblastic anemia,3,GENOMICS_ENGLAND
C0004779,Basal Cell Nevus Syndrome,3,GENOMICS_ENGLAND
C0005129,Bernard-Soulier Syndrome,3,GENOMICS_ENGLAND
C0005745,Blepharoptosis,3,GENOMICS_ENGLAND
C0009207,Cockayne Syndrome,3,GENOMICS_ENGLAND
C0009363,Congenital ocular coloboma (disorder),3,GENOMICS_ENGLAND
C0009447,Common Variable Immunodeficiency,3,GENOMICS_ENGLAND
C0010964,Dandy-Walker Syndrome,3,GENOMICS_ENGLAND
C0011847,Diabetes,3,GENOMICS_ENGLAND
C0011881,Diabetic Nephropathy,3,GENOMICS_ENGLAND
C0013364,"Dysautonomia, Familial",3,GENOMICS_ENGLAND
C0013595,Eczema,3,GENOMICS_ENGLAND
C0013720,Ehlers-Danlos Syndrome,3,GENOMICS_ENGLAND
C0014522,Epidermodysplasia Verruciformis,3,GENOMICS_ENGLAND
C0020500,Hyperoxaluria,3,GENOMICS_ENGLAND
C0020501,Primary Hyperoxaluria,3,GENOMICS_ENGLAND
C0022738,Klippel-Feil Syndrome,3,GENOMICS_ENGLAND
C0024796,Marfan Syndrome,3,GENOMICS_ENGLAND
C0025281,Meniere Disease,3,GENOMICS_ENGLAND
C0025990,Micrognathism,3,GENOMICS_ENGLAND
C0027662,Multiple Endocrine Neoplasia,3,GENOMICS_ENGLAND
C0028738,Nystagmus,3,GENOMICS_ENGLAND
C0032580,Adenomatous Polyposis Coli,3,GENOMICS_ENGLAND
C0032897,Prader-Willi Syndrome,3,GENOMICS_ENGLAND
C0033377,Ptosis,3,GENOMICS_ENGLAND
C0034050,Pulmonary Alveolar Proteinosis,3,GENOMICS_ENGLAND
C0036341,Schizophrenia,3,GENOMICS_ENGLAND
C0037769,West Syndrome,3,GENOMICS_ENGLAND
C0079298,Epidermolysis Bullosa Simplex,3,GENOMICS_ENGLAND
C0079683,Herlitz Disease,3,GENOMICS_ENGLAND
C0085576,Iron-Refractory Iron Deficiency Anemia,3,GENOMICS_ENGLAND
C0085580,Essential Hypertension,3,GENOMICS_ENGLAND
C0162635,Angelman Syndrome,3,GENOMICS_ENGLAND
C0162809,Kallmann Syndrome,3,GENOMICS_ENGLAND
C0206655,Alveolar rhabdomyosarcoma,3,GENOMICS_ENGLAND
C0265210,Weaver syndrome,3,GENOMICS_ENGLAND
C0265233,Cryptophthalmos syndrome,3,GENOMICS_ENGLAND
C0265261,Multiple pterygium syndrome,3,GENOMICS_ENGLAND
C0265269,Lacrimoauriculodentodigital syndrome,3,GENOMICS_ENGLAND
C0265970,"Porokeratosis, Disseminated Superficial Actinic",3,GENOMICS_ENGLAND
C0268312,Progressive intrahepatic cholestasis (disorder),3,GENOMICS_ENGLAND
C0268362,Osteogenesis imperfecta type III (disorder),3,GENOMICS_ENGLAND
C0268579,Propionic acidemia,3,GENOMICS_ENGLAND
C0268596,Multiple Acyl Coenzyme A Dehydrogenase Deficiency,3,GENOMICS_ENGLAND
C0268654,Iminoglycinuria,3,GENOMICS_ENGLAND
C0272048,stomatocytic anemia,3,GENOMICS_ENGLAND
C0272350,"Dysfibrinogenemia, Congenital",3,GENOMICS_ENGLAND
C0279702,Conventional (Clear Cell) Renal Cell Carcinoma,3,GENOMICS_ENGLAND
C0340493,Paroxysmal familial ventricular fibrillation,3,GENOMICS_ENGLAND
C0345893,Juvenile polyposis syndrome,3,GENOMICS_ENGLAND
C0349788,Arrhythmogenic Right Ventricular Dysplasia,3,GENOMICS_ENGLAND
C0393590,Fahr's syndrome (disorder),3,GENOMICS_ENGLAND
C0403397,Steroid-resistant nephrotic syndrome,3,GENOMICS_ENGLAND
C0410179,Ullrich congenital muscular dystrophy 1,3,GENOMICS_ENGLAND
C0410189,"Muscular Dystrophy, Emery-Dreifuss",3,GENOMICS_ENGLAND
C0410528,Skeletal dysplasia,3,GENOMICS_ENGLAND
C0431376,Cobblestone Lissencephaly,3,GENOMICS_ENGLAND
C0494475,Tonic - clonic seizures,3,GENOMICS_ENGLAND
C0543541,HYPERGLYCINURIA (disorder),3,GENOMICS_ENGLAND
C0575059,Spastic tetraparesis,3,GENOMICS_ENGLAND
C0684249,Carcinoma of lung,3,GENOMICS_ENGLAND
C0685381,Congenital hypoplasia of radius,3,GENOMICS_ENGLAND
C0700299,Heinz Body Anemias,3,GENOMICS_ENGLAND
C0751748,Nonketotic Hyperglycinemia,3,GENOMICS_ENGLAND
C0752105,"Parkinsonism, Juvenile",3,GENOMICS_ENGLAND
C1321489,Torre-Muir syndrome,3,GENOMICS_ENGLAND
C1328840,Autoimmune Lymphoproliferative Syndrome,3,GENOMICS_ENGLAND
C1449843,"Pseudohypoaldosteronism, Type I, Autosomal Recessive",3,GENOMICS_ENGLAND
C1563716,Thyroid Dysgenesis,3,GENOMICS_ENGLAND
C1567741,Alport Syndrome,3,GENOMICS_ENGLAND
C1608393,Megacystis microcolon intestinal hypoperistalsis syndrome,3,GENOMICS_ENGLAND
C1619700,RENAL ADYSPLASIA,3,GENOMICS_ENGLAND
C1800706,Idiopathic Pulmonary Fibrosis,3,GENOMICS_ENGLAND
C1833561,UV-Sensitive Syndrome,3,GENOMICS_ENGLAND
C1837873,LEBER CONGENITAL AMAUROSIS 9 (disorder),3,GENOMICS_ENGLAND
C1838625,Warburg Sjo Fledelius syndrome,3,GENOMICS_ENGLAND
C1840452,Hyaloideoretinal degeneration of Wagner,3,GENOMICS_ENGLAND
C1843139,"Hypercholanemia, Familial",3,GENOMICS_ENGLAND
C1843920,COENZYME Q10 DEFICIENCY,3,GENOMICS_ENGLAND
C1846385,FOCAL CORTICAL DYSPLASIA OF TAYLOR,3,GENOMICS_ENGLAND
C1846545,Autoimmune Lymphoproliferative Syndrome Type 2B,3,GENOMICS_ENGLAND
C1850792,Congenital myasthenic syndrome ib,3,GENOMICS_ENGLAND
C1851920,Dopa-Responsive Dystonia,3,GENOMICS_ENGLAND
C1854678,"MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE",3,GENOMICS_ENGLAND
C1855008,Mitochondrial Complex II Deficiency,3,GENOMICS_ENGLAND
C1857344,Split-Hand-Foot Malformation With Sensorineural Hearing Loss,3,GENOMICS_ENGLAND
C1857662,COACH syndrome,3,GENOMICS_ENGLAND
C1857941,Brooke-Spiegler syndrome,3,GENOMICS_ENGLAND
C1858266,"Bare Lymphocyte Syndrome, Type I",3,GENOMICS_ENGLAND
C1862389,ATRIAL SEPTAL DEFECT 1,3,GENOMICS_ENGLAND
C1862939,AMYOTROPHIC LATERAL SCLEROSIS 1,3,GENOMICS_ENGLAND
C1864827,HOLOPROSENCEPHALY 5,3,GENOMICS_ENGLAND
C1865295,Auriculo-condylar syndrome,3,GENOMICS_ENGLAND
C1865349,Ethylmalonic encephalopathy,3,GENOMICS_ENGLAND
C1865871,"HEMANGIOMA, CAPILLARY INFANTILE",3,GENOMICS_ENGLAND
C1866504,Photosensitive Trichothiodystrophy,3,GENOMICS_ENGLAND
C1866558,"Neural tube defect, folate-sensitive",3,GENOMICS_ENGLAND
C2584774,Congenital hypofibrinogenemia,3,GENOMICS_ENGLAND
C2673759,"DEAFNESS, AUTOSOMAL RECESSIVE 1A (disorder)",3,GENOMICS_ENGLAND
C2676137,Diamond-Blackfan Anemia 1,3,GENOMICS_ENGLAND
C2746066,Combined D-2- and L-2-hydroxyglutaric aciduria,3,GENOMICS_ENGLAND
C2749604,"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1",3,GENOMICS_ENGLAND
C2919945,Cavernous Hemangioma of Brain,3,GENOMICS_ENGLAND
C2931205,"Usher syndrome, type 1A",3,GENOMICS_ENGLAND
C2931456,"Prostate cancer, familial",3,GENOMICS_ENGLAND
C2931850,Aase Smith syndrome 2,3,GENOMICS_ENGLAND
C3150902,C1q DEFICIENCY,3,GENOMICS_ENGLAND
C3266102,Steroid resistant nephrotic syndrome of childhood,3,GENOMICS_ENGLAND
C3278365,HEMOGLOBIN H HYDROPS FETALIS SYNDROME,3,GENOMICS_ENGLAND
C3469186,"HEMOCHROMATOSIS, TYPE 1",3,GENOMICS_ENGLAND
C3495498,"Cardiomyopathy, Familial Hypertrophic, 1 (disorder)",3,GENOMICS_ENGLAND
C3538946,"DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT",3,GENOMICS_ENGLAND
C3551954,"COENZYME Q10 DEFICIENCY, PRIMARY, 1",3,GENOMICS_ENGLAND
C3714796,Isolated somatotropin deficiency,3,GENOMICS_ENGLAND
C4012727,MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1,3,GENOMICS_ENGLAND
C4225426,"THYROID CANCER, NONMEDULLARY, 2",3,GENOMICS_ENGLAND
C4551478,NEU-LAXOVA SYNDROME 1,3,GENOMICS_ENGLAND
C4551480,FRASER SYNDROME 1,3,GENOMICS_ENGLAND
C4551568,Joubert syndrome 1,3,GENOMICS_ENGLAND
C4551996,Auriculocondylar syndrome 1,3,GENOMICS_ENGLAND
C4552097,Nevus Sebaceus of Jadassohn,3,GENOMICS_ENGLAND
C4552122,"EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 1",3,GENOMICS_ENGLAND
C4722330,Generalized Thyroid Hormone Resistance,3,GENOMICS_ENGLAND
C0001815,Primary Myelofibrosis,2,GENOMICS_ENGLAND
C0001916,Albinism,2,GENOMICS_ENGLAND
C0002312,alpha-Thalassemia,2,GENOMICS_ENGLAND
C0002768,Congenital Pain Insensitivity,2,GENOMICS_ENGLAND
