entrez,symbol,term_id,term_name,source
10,NAT2,C1262760,"Hepatitis, Drug-Induced",CTD
10,NAT2,C1956346,Coronary Artery Disease,CTD
10,NAT2,C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,CTD
10,NAT2,C2239176,Liver carcinoma,CTD
10,NAT2,C3658290,Drug-Induced Acute Liver Injury,CTD
10,NAT2,C4277682,Chemical and Drug Induced Liver Injury,CTD
10,NAT2,C4279912,Chemically-Induced Liver Toxicity,CTD
10,NAT2,C4704874,"Mammary Carcinoma, Human",CTD
12,SERPINA3,C0023794,Lipoidosis,CTD
12,SERPINA3,C0376358,Malignant neoplasm of prostate,CTD
13,AADAC,C0023893,"Liver Cirrhosis, Experimental",CTD
15,AANAT,C0393770,Delayed Sleep Phase Syndrome,CTD
15,AANAT,C0494410,Nonorganic Sleep Wake Cycle Disorders,CTD
15,AANAT,C0751758,Advanced Sleep Phase Syndrome,CTD
15,AANAT,C0751759,Non-24 Hour Sleep-Wake Disorder,CTD
15,AANAT,C0751760,Shift-Work Sleep Disorder,CTD
16,AARS1,C2750090,"Charcot-Marie-Tooth Disease, Axonal, Type 2n",CTD
16,AARS1,C4225361,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 29",CTD
18,ABAT,C0004352,Autistic Disorder,CTD
18,ABAT,C0017168,Gastroesophageal reflux disease,CTD
18,ABAT,C0022333,Jacksonian Seizure,CTD
18,ABAT,C0023893,"Liver Cirrhosis, Experimental",CTD
18,ABAT,C0149958,Complex partial seizures,CTD
18,ABAT,C0234533,Generalized seizures,CTD
18,ABAT,C0234535,Clonic Seizures,CTD
18,ABAT,C0270824,Visual seizure,CTD
18,ABAT,C0270846,Epileptic drop attack,CTD
18,ABAT,C0342708,Gamma aminobutyric acid transaminase deficiency,CTD
18,ABAT,C0494475,Tonic - clonic seizures,CTD
18,ABAT,C0751110,Single Seizure,CTD
18,ABAT,C2267233,Neonatal Hypotonia,CTD
19,ABCA1,C0004153,Atherosclerosis,CTD
19,ABCA1,C0009402,Colorectal Carcinoma,CTD
19,ABCA1,C0020443,Hypercholesterolemia,CTD
19,ABCA1,C0020445,"Hypercholesterolemia, Familial",CTD
19,ABCA1,C0022661,"Kidney Failure, Chronic",CTD
19,ABCA1,C0039292,Tangier Disease,CTD
19,ABCA1,C0473527,Hypoalphalipoproteinemias,CTD
19,ABCA1,C0745103,Hyperlipoproteinemia Type IIa,CTD
19,ABCA1,C0751544,Tangier Disease Neuropathy,CTD
19,ABCA1,C1704417,Hyperlipoproteinemia Type IIb,CTD
19,ABCA1,C1704429,"Hypoalphalipoproteinemia, Familial",CTD
19,ABCA1,C2931838,Familial HDL deficiency,CTD
19,ABCA1,C3711531,"Hdl Deficiency, Type 2",CTD
21,ABCA3,C0009402,Colorectal Carcinoma,CTD
21,ABCA3,C0034069,Pulmonary Fibrosis,CTD
21,ABCA3,C1970456,"Surfactant Metabolism Dysfunction, Pulmonary, 3",CTD
21,ABCA3,C4721507,"Alveolitis, Fibrosing",CTD
22,ABCB7,C0002896,Sideroblastic anemia,CTD
22,ABCB7,C0750940,"Tremor, Rubral",CTD
22,ABCB7,C1845028,"ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA",CTD
23,ABCF1,C0032285,Pneumonia,CTD
23,ABCF1,C0032300,Lobar Pneumonia,CTD
23,ABCF1,C0887898,Experimental Lung Inflammation,CTD
23,ABCF1,C3714636,Pneumonitis,CTD
24,ABCA4,C0008924,Cleft upper lip,CTD
24,ABCA4,C0009402,Colorectal Carcinoma,CTD
24,ABCA4,C0035334,Retinitis Pigmentosa,CTD
24,ABCA4,C0242383,Age related macular degeneration,CTD
24,ABCA4,C0339539,Familial Exudative Vitreoretinopathy,CTD
24,ABCA4,C1855465,STARGARDT DISEASE 1 (disorder),CTD
24,ABCA4,C1858806,CONE-ROD DYSTROPHY 3 (disorder),CTD
24,ABCA4,C1866422,RETINITIS PIGMENTOSA 19,CTD
24,ABCA4,C3495438,"Macular Degeneration, Age-Related, 2",CTD
24,ABCA4,C4282180,Juvenile macular degeneration,CTD
25,ABL1,C0006142,Malignant neoplasm of breast,CTD
25,ABL1,C0015544,Failure to Thrive,CTD
25,ABL1,C0023452,Childhood Acute Lymphoblastic Leukemia,CTD
25,ABL1,C0023453,L2 Acute Lymphoblastic Leukemia,CTD
25,ABL1,C0023473,"Myeloid Leukemia, Chronic",CTD
25,ABL1,C0205641,"Adenocarcinoma, Basal Cell",CTD
25,ABL1,C0205642,"Adenocarcinoma, Oxyphilic",CTD
25,ABL1,C0205643,"Carcinoma, Cribriform",CTD
25,ABL1,C0205644,"Carcinoma, Granular Cell",CTD
25,ABL1,C0205645,"Adenocarcinoma, Tubular",CTD
25,ABL1,C0282313,"Condition, Preneoplastic",CTD
25,ABL1,C0345904,Malignant neoplasm of liver,CTD
25,ABL1,C0546837,Malignant neoplasm of esophagus,CTD
25,ABL1,C0678222,Breast Carcinoma,CTD
25,ABL1,C1257931,"Mammary Neoplasms, Human",CTD
25,ABL1,C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,CTD
25,ABL1,C4704874,"Mammary Carcinoma, Human",CTD
28,ABO,C0010054,Coronary Arteriosclerosis,CTD
28,ABO,C0010474,Curling Ulcer,CTD
28,ABO,C0013295,Duodenal Ulcer,CTD
28,ABO,C0030297,Pancreatic Neoplasm,CTD
28,ABO,C0346647,Malignant neoplasm of pancreas,CTD
28,ABO,C0376358,Malignant neoplasm of prostate,CTD
28,ABO,C0751956,Acute Cerebrovascular Accidents,CTD
28,ABO,C1956346,Coronary Artery Disease,CTD
28,ABO,C4505353,Diverticular Bleeding,CTD
28,ABO,C4721610,"Carcinoma, Ovarian Epithelial",CTD
29,ABR,C0376358,Malignant neoplasm of prostate,CTD
31,ACACA,C0018801,Heart failure,CTD
31,ACACA,C0018802,Congestive heart failure,CTD
31,ACACA,C0023212,Left-Sided Heart Failure,CTD
31,ACACA,C0235527,"Heart Failure, Right-Sided",CTD
31,ACACA,C0268603,Acetyl-CoA: carboxylase deficiency,CTD
31,ACACA,C1959583,Myocardial Failure,CTD
31,ACACA,C2239176,Liver carcinoma,CTD
32,ACACB,C0028754,Obesity,CTD
34,ACADM,C0028754,Obesity,CTD
34,ACADM,C0085605,Liver Failure,CTD
34,ACADM,C0220710,Medium-chain acyl-coenzyme A dehydrogenase deficiency,CTD
34,ACADM,C0520459,Necrotizing Enterocolitis,CTD
35,ACADS,C0018801,Heart failure,CTD
35,ACADS,C0018802,Congestive heart failure,CTD
35,ACADS,C0023212,Left-Sided Heart Failure,CTD
35,ACADS,C0235527,"Heart Failure, Right-Sided",CTD
35,ACADS,C0342783,Deficiency of butyryl-CoA dehydrogenase,CTD
35,ACADS,C1959583,Myocardial Failure,CTD
36,ACADSB,C0004352,Autistic Disorder,CTD
36,ACADSB,C1864912,2-Methylbutyryl-CoA Dehydrogenase Deficiency,CTD
37,ACADVL,C3887523,Very long chain acyl-CoA dehydrogenase deficiency,CTD
38,ACAT1,C0022333,Jacksonian Seizure,CTD
38,ACAT1,C0022661,"Kidney Failure, Chronic",CTD
38,ACAT1,C0023893,"Liver Cirrhosis, Experimental",CTD
38,ACAT1,C0149958,Complex partial seizures,CTD
38,ACAT1,C0234533,Generalized seizures,CTD
38,ACAT1,C0234535,Clonic Seizures,CTD
38,ACAT1,C0270824,Visual seizure,CTD
38,ACAT1,C0270846,Epileptic drop attack,CTD
38,ACAT1,C0494475,Tonic - clonic seizures,CTD
38,ACAT1,C0751110,Single Seizure,CTD
38,ACAT1,C1536500,Deficiency of acetyl-CoA acetyltransferase,CTD
39,ACAT2,C0342735,Cytosolic acetoacetyl-CoA thiolase deficiency,CTD
40,ASIC2,C0004352,Autistic Disorder,CTD
41,ASIC1,C0007786,Brain Ischemia,CTD
41,ASIC1,C0917798,Cerebral Ischemia,CTD
43,ACHE,C0002395,Alzheimer's Disease,CTD
43,ACHE,C0002726,Amyloidosis,CTD
43,ACHE,C0002871,Anemia,CTD
43,ACHE,C0005684,Malignant neoplasm of urinary bladder,CTD
43,ACHE,C0005695,Bladder Neoplasm,CTD
43,ACHE,C0006142,Malignant neoplasm of breast,CTD
43,ACHE,C0007134,Renal Cell Carcinoma,CTD
43,ACHE,C0011265,Presenile dementia,CTD
43,ACHE,C0022333,Jacksonian Seizure,CTD
43,ACHE,C0023893,"Liver Cirrhosis, Experimental",CTD
43,ACHE,C0025261,Memory Disorders,CTD
43,ACHE,C0026850,Muscular Dystrophy,CTD
43,ACHE,C0028754,Obesity,CTD
43,ACHE,C0149958,Complex partial seizures,CTD
43,ACHE,C0234533,Generalized seizures,CTD
43,ACHE,C0234535,Clonic Seizures,CTD
43,ACHE,C0236804,Amphetamine Addiction,CTD
43,ACHE,C0236807,Amphetamine Abuse,CTD
43,ACHE,C0266487,Etat Marbre,CTD
43,ACHE,C0270824,Visual seizure,CTD
43,ACHE,C0270846,Epileptic drop attack,CTD
43,ACHE,C0276496,Familial Alzheimer Disease (FAD),CTD
43,ACHE,C0279702,Conventional (Clear Cell) Renal Cell Carcinoma,CTD
43,ACHE,C0353676,Organophosphorus Poisoning,CTD
43,ACHE,C0376358,Malignant neoplasm of prostate,CTD
43,ACHE,C0494463,"Alzheimer Disease, Late Onset",CTD
43,ACHE,C0494475,Tonic - clonic seizures,CTD
43,ACHE,C0546126,Acute Confusional Senile Dementia,CTD
43,ACHE,C0678222,Breast Carcinoma,CTD
43,ACHE,C0700359,Organophosphate poisoning,CTD
43,ACHE,C0750900,"Alzheimer's Disease, Focal Onset",CTD
43,ACHE,C0750901,"Alzheimer Disease, Early Onset",CTD
43,ACHE,C0751110,Single Seizure,CTD
43,ACHE,C0751263,Learning Disturbance,CTD
43,ACHE,C0751265,Learning Disabilities,CTD
43,ACHE,C1257931,"Mammary Neoplasms, Human",CTD
43,ACHE,C1266042,Chromophobe Renal Cell Carcinoma,CTD
43,ACHE,C1266043,Sarcomatoid Renal Cell Carcinoma,CTD
43,ACHE,C1266044,Collecting Duct Carcinoma of the Kidney,CTD
43,ACHE,C1306837,Papillary Renal Cell Carcinoma,CTD
43,ACHE,C3494247,Organothiophosphonate Poisoning,CTD
43,ACHE,C3494248,Organothiophosphate Poisoning,CTD
43,ACHE,C4704874,"Mammary Carcinoma, Human",CTD
47,ACLY,C0018801,Heart failure,CTD
47,ACLY,C0018802,Congestive heart failure,CTD
47,ACLY,C0023212,Left-Sided Heart Failure,CTD
47,ACLY,C0028754,Obesity,CTD
47,ACLY,C0235527,"Heart Failure, Right-Sided",CTD
47,ACLY,C1959583,Myocardial Failure,CTD
47,ACLY,C2239176,Liver carcinoma,CTD
48,ACO1,C0029408,Degenerative polyarthritis,CTD
48,ACO1,C0086743,Osteoarthrosis Deformans,CTD
50,ACO2,C0035222,"Respiratory Distress Syndrome, Adult",CTD
50,ACO2,C2239176,Liver carcinoma,CTD
50,ACO2,C3281192,INFANTILE CEREBELLAR-RETINAL DEGENERATION,CTD
50,ACO2,C4225384,OPTIC ATROPHY 9,CTD
51,ACOX1,C0002152,Alloxan Diabetes,CTD
51,ACOX1,C0011853,"Diabetes Mellitus, Experimental",CTD
51,ACOX1,C0038433,Streptozotocin Diabetes,CTD
51,ACOX1,C1849678,Peroxisomal ACYL-COA oxidase deficiency,CTD
51,ACOX1,C2239176,Liver carcinoma,CTD
53,ACP2,C0268410,Acid Phosphatase Deficiency,CTD
54,ACP5,C0020503,"Hyperparathyroidism, Secondary",CTD
54,ACP5,C0023893,"Liver Cirrhosis, Experimental",CTD
54,ACP5,C0028754,Obesity,CTD
54,ACP5,C0432222,Spondyloenchondrodysplasia,CTD
54,ACP5,C1842763,SPONDYLOENCHONDRODYSPLASIA WITH IMMUNE DYSREGULATION,CTD
55,ACP3,C0087031,Juvenile-Onset Still Disease,CTD
55,ACP3,C3495559,Juvenile arthritis,CTD
55,ACP3,C3714758,Juvenile psoriatic arthritis,CTD
55,ACP3,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative",CTD
55,ACP3,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive",CTD
58,ACTA1,C0149721,Left Ventricular Hypertrophy,CTD
58,ACTA1,C0175709,Centronuclear myopathy,CTD
58,ACTA1,C0410203,X-linked centronuclear myopathy,CTD
58,ACTA1,C0410207,Tubular Aggregate Myopathy,CTD
58,ACTA1,C0546264,Congenital Fiber Type Disproportion,CTD
58,ACTA1,C0752282,Congenital Structural Myopathy,CTD
58,ACTA1,C1834558,"Myopathy, Centronuclear, Autosomal Dominant",CTD
58,ACTA1,C3645536,Autosomal Recessive Centronuclear Myopathy,CTD
58,ACTA1,C3661489,Autosomal Dominant Myotubular Myopathy,CTD
58,ACTA1,C3711389,Actin-Accumulation Myopathy,CTD
58,ACTA1,C4225181,"MYOPATHY, SCAPULOHUMEROPERONEAL",CTD
58,ACTA1,C4551952,"Myopathy, Centronuclear, 1",CTD
59,ACTA2,C0005398,"Cholestasis, Extrahepatic",CTD
59,ACTA2,C0006142,Malignant neoplasm of breast,CTD
59,ACTA2,C0007102,Malignant tumor of colon,CTD
59,ACTA2,C0014175,Endometriosis,CTD
59,ACTA2,C0017668,Focal glomerulosclerosis,CTD
59,ACTA2,C0019189,"Hepatitis, Chronic",CTD
59,ACTA2,C0023890,Liver Cirrhosis,CTD
59,ACTA2,C0023893,"Liver Cirrhosis, Experimental",CTD
59,ACTA2,C0027051,Myocardial Infarction,CTD
59,ACTA2,C0027719,Nephrosclerosis,CTD
59,ACTA2,C0034069,Pulmonary Fibrosis,CTD
59,ACTA2,C0036421,Systemic Scleroderma,CTD
59,ACTA2,C0086432,"Hyalinosis, Segmental Glomerular",CTD
59,ACTA2,C0149519,Chronic Persistent Hepatitis,CTD
59,ACTA2,C0162872,"Aortic Aneurysm, Thoracic",CTD
59,ACTA2,C0239946,"Fibrosis, Liver",CTD
59,ACTA2,C0269102,Endometrioma,CTD
59,ACTA2,C0340630,"Aortic Aneurysm, Thoracoabdominal",CTD
59,ACTA2,C0520463,Chronic active hepatitis,CTD
59,ACTA2,C0524611,Cryptogenic Chronic Hepatitis,CTD
59,ACTA2,C0678222,Breast Carcinoma,CTD
59,ACTA2,C1257931,"Mammary Neoplasms, Human",CTD
59,ACTA2,C1619692,Nephrogenic Fibrosing Dermopathy,CTD
59,ACTA2,C1876165,Copper-Overload Cirrhosis,CTD
59,ACTA2,C2673186,"Aortic Aneurysm, Familial Thoracic 6",CTD
59,ACTA2,C3279690,MOYAMOYA DISEASE 5,CTD
59,ACTA2,C4704874,"Mammary Carcinoma, Human",CTD
59,ACTA2,C4721507,"Alveolitis, Fibrosing",CTD
60,ACTB,C0009363,Congenital ocular coloboma (disorder),CTD
60,ACTB,C0013393,Dysostoses,CTD
60,ACTB,C0018784,Sensorineural Hearing Loss (disorder),CTD
60,ACTB,C0019193,"Hepatitis, Toxic",CTD
60,ACTB,C0029408,Degenerative polyarthritis,CTD
60,ACTB,C0086743,Osteoarthrosis Deformans,CTD
60,ACTB,C0151744,Myocardial Ischemia,CTD
60,ACTB,C0205696,Anaplastic carcinoma,CTD
60,ACTB,C0205697,"Carcinoma, Spindle-Cell",CTD
60,ACTB,C0205698,Undifferentiated carcinoma,CTD
60,ACTB,C0242379,Malignant neoplasm of lung,CTD
60,ACTB,C0265541,Cranioschisis,CTD
60,ACTB,C0546837,Malignant neoplasm of esophagus,CTD
60,ACTB,C1257925,"Mammary Carcinoma, Animal",CTD
60,ACTB,C1262760,"Hepatitis, Drug-Induced",CTD
60,ACTB,C1691779,Sensory hearing loss,CTD
60,ACTB,C1846331,Juvenile-onset dystonia,CTD
60,ACTB,C1855722,"Iris Coloboma with Ptosis, Hypertelorism, and Mental Retardation",CTD
60,ACTB,C2239176,Liver carcinoma,CTD
60,ACTB,C3658290,Drug-Induced Acute Liver Injury,CTD
60,ACTB,C4277682,Chemical and Drug Induced Liver Injury,CTD
60,ACTB,C4279912,Chemically-Induced Liver Toxicity,CTD
60,ACTB,C4554007,Uveoretinal Coloboma,CTD
70,ACTC1,C0024623,Malignant neoplasm of stomach,CTD
70,ACTC1,C0282313,"Condition, Preneoplastic",CTD
70,ACTC1,C1449563,"Cardiomyopathy, Familial Idiopathic",CTD
70,ACTC1,C1527310,Ametropia,CTD
70,ACTC1,C1708349,Hereditary Diffuse Gastric Cancer,CTD
70,ACTC1,C2677506,"Cardiomyopathy, Familial Hypertrophic, 11",CTD
70,ACTC1,C2748552,Atrial Septal Defect 5,CTD
71,ACTG1,C0001787,"Osteoporosis, Age-Related",CTD
71,ACTG1,C0009363,Congenital ocular coloboma (disorder),CTD
71,ACTG1,C0029456,Osteoporosis,CTD
71,ACTG1,C0029459,"Osteoporosis, Senile",CTD
71,ACTG1,C0205696,Anaplastic carcinoma,CTD
71,ACTG1,C0205697,"Carcinoma, Spindle-Cell",CTD
71,ACTG1,C0205698,Undifferentiated carcinoma,CTD
71,ACTG1,C0265541,Cranioschisis,CTD
71,ACTG1,C0751406,Post-Traumatic Osteoporosis,CTD
71,ACTG1,C0948089,Acute Coronary Syndrome,CTD
71,ACTG1,C1257925,"Mammary Carcinoma, Animal",CTD
71,ACTG1,C1858172,"Deafness, Autosomal Dominant 20",CTD
71,ACTG1,C3281235,BARAITSER-WINTER SYNDROME 2,CTD
71,ACTG1,C4554007,Uveoretinal Coloboma,CTD
72,ACTG2,C0007102,Malignant tumor of colon,CTD
72,ACTG2,C0042781,Visceral Myopathy,CTD
72,ACTG2,C0266833,"Visceral Myopathy, Familial",CTD
72,ACTG2,C1608393,Megacystis microcolon intestinal hypoperistalsis syndrome,CTD
81,ACTN4,C0017668,Focal glomerulosclerosis,CTD
81,ACTN4,C0019193,"Hepatitis, Toxic",CTD
81,ACTN4,C0086432,"Hyalinosis, Segmental Glomerular",CTD
81,ACTN4,C0205696,Anaplastic carcinoma,CTD
81,ACTN4,C0205697,"Carcinoma, Spindle-Cell",CTD
81,ACTN4,C0205698,Undifferentiated carcinoma,CTD
81,ACTN4,C1257925,"Mammary Carcinoma, Animal",CTD
81,ACTN4,C1262760,"Hepatitis, Drug-Induced",CTD
81,ACTN4,C3658290,Drug-Induced Acute Liver Injury,CTD
81,ACTN4,C4277682,Chemical and Drug Induced Liver Injury,CTD
81,ACTN4,C4279912,Chemically-Induced Liver Toxicity,CTD
87,ACTN1,C0023893,"Liver Cirrhosis, Experimental",CTD
87,ACTN1,C3554663,"BLEEDING DISORDER, PLATELET-TYPE, 15",CTD
88,ACTN2,C2677338,"Cardiomyopathy, Dilated, 1AA",CTD
90,ACVR1,C0004114,Astrocytoma,CTD
90,ACVR1,C0006142,Malignant neoplasm of breast,CTD
90,ACVR1,C0016037,Fibrodysplasia Ossificans Progressiva,CTD
90,ACVR1,C0017638,Glioma,CTD
90,ACVR1,C0027122,Myositis Ossificans,CTD
90,ACVR1,C0205768,Subependymal Giant Cell Astrocytoma,CTD
90,ACVR1,C0242488,Acute Lung Injury,CTD
90,ACVR1,C0259783,mixed gliomas,CTD
90,ACVR1,C0280783,Juvenile Pilocytic Astrocytoma,CTD
90,ACVR1,C0280785,Diffuse Astrocytoma,CTD
90,ACVR1,C0334579,Anaplastic astrocytoma,CTD
90,ACVR1,C0334580,Protoplasmic astrocytoma,CTD
90,ACVR1,C0334581,Gemistocytic astrocytoma,CTD
90,ACVR1,C0334582,Fibrillary Astrocytoma,CTD
90,ACVR1,C0334583,Pilocytic Astrocytoma,CTD
90,ACVR1,C0338070,Childhood Cerebral Astrocytoma,CTD
90,ACVR1,C0547065,Mixed oligoastrocytoma,CTD
90,ACVR1,C0555198,Malignant Glioma,CTD
90,ACVR1,C0678222,Breast Carcinoma,CTD
90,ACVR1,C0750935,Cerebral Astrocytoma,CTD
90,ACVR1,C0750936,Intracranial Astrocytoma,CTD
90,ACVR1,C1257931,"Mammary Neoplasms, Human",CTD
90,ACVR1,C1704230,Grade I Astrocytoma,CTD
90,ACVR1,C4704874,"Mammary Carcinoma, Human",CTD
93,ACVR2B,C0037221,Situs Inversus,CTD
93,ACVR2B,C0175707,Asplenia Syndrome,CTD
93,ACVR2B,C0265357,Polysplenia Syndrome,CTD
93,ACVR2B,C0266642,Situs ambiguus,CTD
93,ACVR2B,C3151057,"HETEROTAXY, VISCERAL, 4, AUTOSOMAL",CTD
93,ACVR2B,C3178805,Heterotaxy Syndrome,CTD
93,ACVR2B,C3178806,Right Atrial Isomerism,CTD
93,ACVR2B,C3178807,Left Atrial Isomerism,CTD
94,ACVRL1,C0039445,Hereditary hemorrhagic telangiectasia,CTD
94,ACVRL1,C1838163,OSLER-RENDU-WEBER SYNDROME 2,CTD
94,ACVRL1,C4551861,"Telangiectasia, Hereditary Hemorrhagic, Type 1",CTD
95,ACY1,C0007134,Renal Cell Carcinoma,CTD
95,ACY1,C0279702,Conventional (Clear Cell) Renal Cell Carcinoma,CTD
95,ACY1,C0282313,"Condition, Preneoplastic",CTD
95,ACY1,C1266042,Chromophobe Renal Cell Carcinoma,CTD
95,ACY1,C1266043,Sarcomatoid Renal Cell Carcinoma,CTD
95,ACY1,C1266044,Collecting Duct Carcinoma of the Kidney,CTD
95,ACY1,C1306837,Papillary Renal Cell Carcinoma,CTD
95,ACY1,C1835922,Aminoacylase 1 deficiency,CTD
98,ACYP2,C2750088,"HEARING LOSS, CISPLATIN-INDUCED, SUSCEPTIBILITY TO",CTD
100,ADA,C0004352,Autistic Disorder,CTD
100,ADA,C0020452,Hyperemia,CTD
100,ADA,C0023893,"Liver Cirrhosis, Experimental",CTD
100,ADA,C0242379,Malignant neoplasm of lung,CTD
100,ADA,C0392607,Severe combined immunodeficiency due to adenosine deaminase deficiency,CTD
100,ADA,C1863239,Partial adenosine deaminase deficiency,CTD
101,ADAM8,C0019193,"Hepatitis, Toxic",CTD
101,ADAM8,C1262760,"Hepatitis, Drug-Induced",CTD
101,ADAM8,C3658290,Drug-Induced Acute Liver Injury,CTD
101,ADAM8,C4277682,Chemical and Drug Induced Liver Injury,CTD
101,ADAM8,C4279912,Chemically-Induced Liver Toxicity,CTD
102,ADAM10,C0002395,Alzheimer's Disease,CTD
102,ADAM10,C0006142,Malignant neoplasm of breast,CTD
102,ADAM10,C0011265,Presenile dementia,CTD
102,ADAM10,C0276496,Familial Alzheimer Disease (FAD),CTD
102,ADAM10,C0406811,Reticulate acropigmentation of Kitamura,CTD
102,ADAM10,C0494463,"Alzheimer Disease, Late Onset",CTD
102,ADAM10,C0546126,Acute Confusional Senile Dementia,CTD
102,ADAM10,C0678222,Breast Carcinoma,CTD
102,ADAM10,C0750900,"Alzheimer's Disease, Focal Onset",CTD
102,ADAM10,C0750901,"Alzheimer Disease, Early Onset",CTD
102,ADAM10,C1257931,"Mammary Neoplasms, Human",CTD
102,ADAM10,C3714534,dowling-degos disease,CTD
102,ADAM10,C3810041,ALZHEIMER DISEASE 18,CTD
102,ADAM10,C4552092,Dowling-Degos disease 1,CTD
102,ADAM10,C4704874,"Mammary Carcinoma, Human",CTD
103,ADAR,C0006142,Malignant neoplasm of breast,CTD
103,ADAR,C0393591,AICARDI-GOUTIERES SYNDROME,CTD
103,ADAR,C0406775,Symmetrical dyschromatosis of extremities,CTD
103,ADAR,C0678222,Breast Carcinoma,CTD
103,ADAR,C0796126,AICARDI-GOUTIERES SYNDROME 1,CTD
103,ADAR,C1257931,"Mammary Neoplasms, Human",CTD
103,ADAR,C3489724,Aicardi-Goutieres Syndrome 2,CTD
103,ADAR,C3489725,Pseudo-TORCH syndrome,CTD
103,ADAR,C4704874,"Mammary Carcinoma, Human",CTD
104,ADARB1,C0032460,Polycystic Ovary Syndrome,CTD
104,ADARB1,C1136382,Sclerocystic Ovaries,CTD
105,ADARB2,C0029231,"Organic Mental Disorders, Substance-Induced",CTD
105,ADARB2,C0030567,Parkinson Disease,CTD
105,ADARB2,C0038580,Substance Dependence,CTD
105,ADARB2,C0740858,Substance abuse problem,CTD
107,ADCY1,C0038587,Substance Withdrawal Syndrome,CTD
107,ADCY1,C0149925,Small cell carcinoma of lung,CTD
107,ADCY1,C1857809,"DEAFNESS, AUTOSOMAL RECESSIVE 44",CTD
108,ADCY2,C0004096,Asthma,CTD
108,ADCY2,C0005586,Bipolar Disorder,CTD
108,ADCY2,C0005587,"Depression, Bipolar",CTD
108,ADCY2,C0024713,Manic Disorder,CTD
108,ADCY2,C0338831,Manic,CTD
109,ADCY3,C0011875,Diabetic Angiopathies,CTD
109,ADCY3,C0025945,"Microangiopathy, Diabetic",CTD
109,ADCY3,C0028754,Obesity,CTD
109,ADCY3,C0028756,"Obesity, Morbid",CTD
111,ADCY5,C0001787,"Osteoporosis, Age-Related",CTD
111,ADCY5,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",CTD
111,ADCY5,C0029456,Osteoporosis,CTD
111,ADCY5,C0029459,"Osteoporosis, Senile",CTD
111,ADCY5,C0205696,Anaplastic carcinoma,CTD
