term_id,term_name,genes_associated_in_db,source
C0039685,Tetralogy of Fallot,11,ORPHANET
C0079154,Congenital Nonbullous Ichthyosiform Erythroderma,11,ORPHANET
C0268237,Cytochrome-c Oxidase Deficiency,11,ORPHANET
C0268362,Osteogenesis imperfecta type III (disorder),11,ORPHANET
C1112155,Hereditary non-polyposis colorectal cancer syndrome,11,ORPHANET
C1333990,Hereditary Nonpolyposis Colorectal Cancer,11,ORPHANET
C2314896,Familial Atypical Mole Melanoma Syndrome,11,ORPHANET
C2931092,Maternally Inherited Leigh Syndrome,11,ORPHANET
C4510744,"46,XY partial gonadal dysgenesis",11,ORPHANET
C0023434,Chronic Lymphocytic Leukemia,10,ORPHANET
C0265275,Jeune thoracic dystrophy,10,ORPHANET
C0268363,Osteogenesis imperfecta type IV (disorder),10,ORPHANET
C0403553,Renal dysplasia and retinal aplasia (disorder),10,ORPHANET
C0855095,Small Lymphocytic Lymphoma,10,ORPHANET
C1868683,"B-CELL MALIGNANCY, LOW-GRADE",10,ORPHANET
C0012236,DiGeorge Syndrome,9,ORPHANET
C0027708,Nephroblastoma,9,ORPHANET
C0037221,Situs Inversus,9,ORPHANET
C0158646,Cleft palate with cleft lip,9,ORPHANET
C0162672,MERRF Syndrome,9,ORPHANET
C0220704,Shprintzen syndrome,9,ORPHANET
C0265202,Seckel syndrome,9,ORPHANET
C0266642,Situs ambiguus,9,ORPHANET
C0279607,Adult Hepatocellular Carcinoma,9,ORPHANET
C0431406,Asymmetric crying face association,9,ORPHANET
C0751884,"Congenital Myasthenic Syndromes, Presynaptic",9,ORPHANET
C0752166,Bardet-Biedl Syndrome,9,ORPHANET
C0795907,CONOTRUNCAL ANOMALY FACE SYNDROME,9,ORPHANET
C1167664,Situs ambiguous,9,ORPHANET
C1833118,"Cataract, Pulverulent",9,ORPHANET
C1852438,"CATARACT, COPPOCK-LIKE",9,ORPHANET
C2700553,Omenn Syndrome,9,ORPHANET
C2936346,22q11 Deletion Syndrome,9,ORPHANET
C3266101,22q11 partial monosomy syndrome,9,ORPHANET
C4011788,Behavioral variant of frontotemporal dementia,9,ORPHANET
C4707243,Familial thoracic aortic aneurysm and aortic dissection,9,ORPHANET
C0008312,Primary biliary cirrhosis,8,ORPHANET
C0018553,"Hamartoma Syndrome, Multiple",8,ORPHANET
C0027404,Narcolepsy,8,ORPHANET
C0266294,Unilateral agenesis of kidney,8,ORPHANET
C0270853,Juvenile Myoclonic Epilepsy,8,ORPHANET
C0340543,Familial primary pulmonary hypertension,8,ORPHANET
C0344724,Ostium secundum atrial septal defect,8,ORPHANET
C0346153,"Breast Cancer, Familial",8,ORPHANET
C0457133,Muscle eye brain disease,8,ORPHANET
C0685837,"Pure Gonadal Dysgenesis, 46, XX",8,ORPHANET
C0751122,Infantile Severe Myoclonic Epilepsy,8,ORPHANET
C0751362,Narcolepsy-Cataplexy Syndrome,8,ORPHANET
C0751706,Primary Progressive Nonfluent Aphasia,8,ORPHANET
C0795949,Galloway Mowat syndrome,8,ORPHANET
C0858617,Posterior subcapsular cataract,8,ORPHANET
C0949595,"Gonadal Dysgenesis, 46,XX",8,ORPHANET
C1701939,Familial pulmonary arterial hypertension,8,ORPHANET
C1832241,"Agammaglobulinemia, non-Bruton type",8,ORPHANET
C1861829,Cataract microcornea syndrome,8,ORPHANET
C2931038,"Pancreatic carcinoma, familial",8,ORPHANET
C3502809,Generalized Epilepsy with Febrile Seizures Plus,8,ORPHANET
C0015625,Fanconi Anemia,7,ORPHANET
C0027819,Neuroblastoma,7,ORPHANET
C0152200,Achromatopsia,7,ORPHANET
C0238339,Hereditary pancreatitis,7,ORPHANET
C0265554,Ectrodactyly,7,ORPHANET
C0265961,Erythrokeratodermia variabilis,7,ORPHANET
C0338462,Semantic Dementia,7,ORPHANET
C0338503,Septo-Optic Dysplasia,7,ORPHANET
C0399372,Amelogenesis Imperfecta hypomaturation type,7,ORPHANET
C0546125,"Nemaline Myopathy, Childhood Onset",7,ORPHANET
C1333985,Hereditary clear cell renal cell carcinoma,7,ORPHANET
C1519086,Pilomyxoid astrocytoma,7,ORPHANET
C1854310,Hypotrichosis simplex,7,ORPHANET
C1855052,"MICROPHTHALMIA, ISOLATED 1",7,ORPHANET
C1855681,"Nephronophthisis, familial juvenile",7,ORPHANET
C1855923,Hyperphosphatasia with Mental Retardation,7,ORPHANET
C1865872,NEPHRONOPHTHISIS 2,7,ORPHANET
C1868684,"EAR, PATELLA, SHORT STATURE SYNDROME",7,ORPHANET
C2745997,OROFACIODIGITAL SYNDROME VI,7,ORPHANET
C2931171,Juvenile pauciarticular chronic arthritis,7,ORPHANET
C2931189,Neural crest tumor,7,ORPHANET
C3696898,Autosomal Dominant Nocturnal Frontal Lobe Epilepsy,7,ORPHANET
C3888102,Frontotemporal Dementia With Motor Neuron Disease,7,ORPHANET
C4053775,Pituitary stalk interruption syndrome,7,ORPHANET
C4304021,Autosomal dominant macrothrombocytopenia,7,ORPHANET
C4518356,MiT family translocation renal cell carcinoma,7,ORPHANET
C4551977,"Microphthalmos, Autosomal Recessive",7,ORPHANET
C4757950,Isolated ATP synthase deficiency,7,ORPHANET
C0040028,"Thrombocythemia, Essential",6,ORPHANET
C0206138,CREST Syndrome,6,ORPHANET
C0220662,"ARTHROGRYPOSIS, DISTAL, TYPE 1",6,ORPHANET
C0238111,Lennox-Gastaut syndrome,6,ORPHANET
C0265268,Adams Oliver syndrome,6,ORPHANET
C0265338,Coffin-Siris syndrome,6,ORPHANET
C0334121,Inflammatory Myofibroblastic Tumor,6,ORPHANET
C0334488,Clear cell sarcoma of kidney,6,ORPHANET
C0349639,Juvenile Myelomonocytic Leukemia,6,ORPHANET
C0399367,Amelogenesis imperfecta local hypoplastic form,6,ORPHANET
C0685838,Gonadal dysgenesis XX type deafness,6,ORPHANET
C0748540,"Scleroderma, Limited",6,ORPHANET
C1276035,Pena-Shokeir syndrome type I,6,ORPHANET
C1833104,"DIABETES MELLITUS, PERMANENT NEONATAL",6,ORPHANET
C1834523,"ARTHROGRYPOSIS, DISTAL, TYPE 2B",6,ORPHANET
C1838604,"EPILEPSY, CHILDHOOD ABSENCE, 1",6,ORPHANET
C1843504,Pontocerebellar Hypoplasia Type 1,6,ORPHANET
C1846142,HOYERAAL-HREIDARSSON SYNDROME,6,ORPHANET
C1847967,OVARIOLEUKODYSTROPHY,6,ORPHANET
C1848805,Thyroid Dyshormonogenesis 1,6,ORPHANET
C1852085,Digitotalar Dysmorphism,6,ORPHANET
C1854021,"Cataract, Central Saccular, With Sutural Opacities",6,ORPHANET
C1854678,"MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE",6,ORPHANET
C1868720,Periventricular Nodular Heterotopia,6,ORPHANET
C1955934,Trichothiodystrophy Syndromes,6,ORPHANET
C1960883,Spina bifida aperta of cervical spine,6,ORPHANET
C2751608,"Pituitary Hormone Deficiency, Combined, 1",6,ORPHANET
C3853779,Neonatal Alloimmune Thrombocytopenia,6,ORPHANET
C3854603,FNAITP,6,ORPHANET
C0002768,Congenital Pain Insensitivity,5,ORPHANET
C0006845,"Candidiasis, Chronic Mucocutaneous",5,ORPHANET
C0010674,Cystic Fibrosis,5,ORPHANET
C0016781,Fuchs Endothelial Dystrophy,5,ORPHANET
C0018054,"Gonadal Dysgenesis, 46,XY",5,ORPHANET
C0019385,Herpetic meningoencephalitis,5,ORPHANET
C0020075,"Hereditary Sensory Autonomic Neuropathy, Type 5",5,ORPHANET
C0026010,Microphthalmos,5,ORPHANET
C0037889,Hereditary spherocytosis,5,ORPHANET
C0206630,Endometrial Stromal Sarcoma,5,ORPHANET
C0220633,Uveal melanoma,5,ORPHANET
C0220669,Familial benign neonatal epilepsy,5,ORPHANET
C0221409,"Anemia, hereditary spherocytic hemolytic",5,ORPHANET
C0242647,Mucosa-Associated Lymphoid Tissue Lymphoma,5,ORPHANET
C0266551,Congenital coloboma of iris,5,ORPHANET
C0268358,"Osteogenesis imperfecta, dominant perinatal lethal",5,ORPHANET
C0276226,Herpes encephalitis,5,ORPHANET
C0339284,Polymorphous corneal dystrophy,5,ORPHANET
C0344559,Irido-corneo-trabecular dysgenesis (disorder),5,ORPHANET
C0345427,"Woolly hair, congenital",5,ORPHANET
C0346373,Malignant melanoma of iris,5,ORPHANET
C0346388,Malignant melanoma of choroid,5,ORPHANET
C0348616,Other restrictive cardiomyopathy,5,ORPHANET
C0348890,"Aplastic anemia, idiopathic",5,ORPHANET
C0393590,Fahr's syndrome (disorder),5,ORPHANET
C0394006,Dysequilibrium syndrome,5,ORPHANET
C0432197,"Short rib-polydactyly syndrome, Verma-Naumoff type",5,ORPHANET
C0432235,CRANIOECTODERMAL DYSPLASIA 1,5,ORPHANET
C0546264,Congenital Fiber Type Disproportion,5,ORPHANET
C0553580,Ewings sarcoma,5,ORPHANET
C0749420,Thyroid Agenesis,5,ORPHANET
C1258104,Diffuse Scleroderma,5,ORPHANET
C1275278,Extraskeletal Myxoid Chondrosarcoma,5,ORPHANET
C1328840,Autoimmune Lymphoproliferative Syndrome,5,ORPHANET
C1568248,"Usher Syndrome, Type III",5,ORPHANET
C1631597,"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1 (disorder)",5,ORPHANET
C1832386,"Diabetes Mellitus, Transient Neonatal, 1",5,ORPHANET
C1834558,"Myopathy, Centronuclear, Autosomal Dominant",5,ORPHANET
C1834570,Myoclonic dystonia,5,ORPHANET
C1834846,"Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 1",5,ORPHANET
C1842870,Chromosome 1p36 Deletion Syndrome,5,ORPHANET
C1850343,Mosaic variegated aneuploidy syndrome 1,5,ORPHANET
C1854023,"Spinal muscular atrophy, Jerash type",5,ORPHANET
C1855465,STARGARDT DISEASE 1 (disorder),5,ORPHANET
C1855675,Arima syndrome,5,ORPHANET
C1858424,"Cardioencephalomyopathy, Fatal Infantile, due to Cytochrome C Oxidase Deficiency",5,ORPHANET
C1858991,Childhood Ataxia with Central Nervous System Hypomyelinization,5,ORPHANET
C2700265,Waardenburg Syndrome Type 2,5,ORPHANET
C2748910,"Rett Syndrome, Atypical",5,ORPHANET
C2936694,Swyer Syndrome,5,ORPHANET
C3179349,Gastrointestinal Stromal Sarcoma,5,ORPHANET
C3280742,SYSTEMIC LUPUS ERYTHEMATOSUS 16,5,ORPHANET
C3495801,Granulomatosis with polyangiitis,5,ORPHANET
C3887487,Postaxial polydactyly type A,5,ORPHANET
C4049650,Familial Glucocorticoid Deficiency Type 1,5,ORPHANET
C4274118,Joubert syndrome with ocular defect,5,ORPHANET
C4708599,Coloboma of choroid and retina,5,ORPHANET
C0001815,Primary Myelofibrosis,4,ORPHANET
C0008924,Cleft upper lip,4,ORPHANET
C0011195,Dejerine-Sottas Disease (disorder),4,ORPHANET
C0011859,Lipoatrophic Diabetes Mellitus,4,ORPHANET
C0013902,"Elliptocytosis, Hereditary",4,ORPHANET
C0013903,Ellis-Van Creveld Syndrome,4,ORPHANET
C0014522,Epidermodysplasia Verruciformis,4,ORPHANET
C0014848,Esophageal Achalasia,4,ORPHANET
C0019025,Hemoglobin F Disease,4,ORPHANET
C0020071,"Hereditary Sensory Autonomic Neuropathy, Type 1",4,ORPHANET
C0020302,Hydrophthalmos,4,ORPHANET
C0023479,Acute myelomonocytic leukemia,4,ORPHANET
C0024301,"Lymphoma, Follicular",4,ORPHANET
C0025267,Multiple Endocrine Neoplasia Type 1,4,ORPHANET
C0025286,Meningioma,4,ORPHANET
C0026987,Myelofibrosis,4,ORPHANET
C0087031,Juvenile-Onset Still Disease,4,ORPHANET
C0149630,Bicuspid aortic valve,4,ORPHANET
C0155299,Coloboma of optic disc,4,ORPHANET
C0162674,Chronic progressive external ophthalmoplegia,4,ORPHANET
C0162739,HELLP Syndrome,4,ORPHANET
C0206732,Epithelioid hemangioendothelioma,4,ORPHANET
C0221032,Familial generalized lipodystrophy,4,ORPHANET
C0221356,Brachycephaly,4,ORPHANET
C0238288,"Muscular Dystrophy, Facioscapulohumeral",4,ORPHANET
C0265205,Robinow Syndrome,4,ORPHANET
C0265210,Weaver syndrome,4,ORPHANET
C0265325,Turcot syndrome (disorder),4,ORPHANET
C0265331,Autosomal dominant hypohidrotic ectodermal dysplasia syndrome (disorder),4,ORPHANET
C0265529,Plagiocephaly,4,ORPHANET
C0265965,Dyskeratosis Congenita,4,ORPHANET
C0265970,"Porokeratosis, Disseminated Superficial Actinic",4,ORPHANET
C0266313,Allanson Pantzar McLeod syndrome,4,ORPHANET
C0267937,Acute recurrent pancreatitis,4,ORPHANET
C0268318,Cholestasis of pregnancy,4,ORPHANET
C0268654,Iminoglycinuria,4,ORPHANET
C0270972,Cornelia De Lange Syndrome,4,ORPHANET
C0271092,Progressive cone dystrophy (without rod involvement),4,ORPHANET
C0276496,Familial Alzheimer Disease (FAD),4,ORPHANET
C0279626,Squamous cell carcinoma of esophagus,4,ORPHANET
C0279980,Extra-osseous Ewing's sarcoma,4,ORPHANET
C0282160,Aplasia Cutis Congenita,4,ORPHANET
C0311338,Fundus Albipunctatus,4,ORPHANET
C0338488,Alternating hemiplegia of childhood,4,ORPHANET
C0339985,Idiopathic bronchiectasis,4,ORPHANET
C0344516,Coloboma of lens,4,ORPHANET
C0344523,"Cataract, congenital, cerulean type 1",4,ORPHANET
C0344735,Partial atrioventricular canal,4,ORPHANET
C0345893,Juvenile polyposis syndrome,4,ORPHANET
C0393591,AICARDI-GOUTIERES SYNDROME,4,ORPHANET
C0399376,"Amelogenesis Imperfecta, Type III",4,ORPHANET
C0410179,Ullrich congenital muscular dystrophy 1,4,ORPHANET
C0410190,Autosomal Dominant Emery-Dreifuss Muscular Dystrophy (disorder),4,ORPHANET
C0410204,"Myopathy, Centronuclear, Autosomal Recessive",4,ORPHANET
C0428791,Aortic valve calcification,4,ORPHANET
C0432475,XX males,4,ORPHANET
C0546966,Monilethrix,4,ORPHANET
C0678213,Complete hydatidiform mole,4,ORPHANET
C0751883,"Congenital Myasthenic Syndromes, Postsynaptic",4,ORPHANET
C0795864,Smith-Magenis syndrome,4,ORPHANET
C0812437,Oculo-dento-digital syndrome,4,ORPHANET
C0859976,Idiopathic achalasia of esophagus,4,ORPHANET
C0917817,Neurofibromatosis 3,4,ORPHANET
C1260873,Aortic valve disorder,4,ORPHANET
C1275081,Cardio-facio-cutaneous syndrome,4,ORPHANET
C1275808,Congenital central hypoventilation,4,ORPHANET
C1298692,Cleft lip and alveolus,4,ORPHANET
C1301365,"Systemic mastocytosis with associated clonal, hematologic non-mast-cell lineage disease",4,ORPHANET
C1318518,Infantile malignant osteopetrosis,4,ORPHANET
C1335929,Schwannomatosis,4,ORPHANET
C1384600,Systemic onset juvenile chronic arthritis,4,ORPHANET
C1405854,Retinitis punctata albescens (disorder),4,ORPHANET
C1608393,Megacystis microcolon intestinal hypoperistalsis syndrome,4,ORPHANET
C1609433,Congenital absence of kidneys syndrome,4,ORPHANET
C1832841,"EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1",4,ORPHANET
C1832931,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 2",4,ORPHANET
C1838625,Warburg Sjo Fledelius syndrome,4,ORPHANET
C1842914,Adult-Onset Vitelliform Macular Dystrophy,4,ORPHANET
C1848519,"WAARDENBURG SYNDROME, TYPE 4A",4,ORPHANET
C1852767,Hereditary macular coloboma,4,ORPHANET
C1855008,Mitochondrial Complex II Deficiency,4,ORPHANET
C1855179,"CATARACT, ANTERIOR POLAR",4,ORPHANET
C1857662,COACH syndrome,4,ORPHANET
C1858080,"Retinal Dystrophy, Early Onset Severe",4,ORPHANET
C1858266,"Bare Lymphocyte Syndrome, Type I",4,ORPHANET
C1859966,"Neutropenia, Severe Congenital, Autosomal Dominant 1",4,ORPHANET
C1862932,"ANEURYSM, INTRACRANIAL BERRY, 1 (disorder)",4,ORPHANET
C1865020,Short QT Syndrome 1,4,ORPHANET
C1879286,Hereditary bundle branch system defect,4,ORPHANET
C2678367,Renal Tubular Dysgenesis With Choanal Atresia And Athelia,4,ORPHANET
C2931418,Bare lymphocyte syndrome 2,4,ORPHANET
C2931480,"Neurofibromatosis, Type 3, mixed central and peripheral",4,ORPHANET
C2932714,Pontocerebellar Hypoplasia Type 2,4,ORPHANET
C2936419,"46, XX Testicular Disorders of Sex Development",4,ORPHANET
C3266898,Waardenburg Syndrome,4,ORPHANET
C3468114,Juvenile amyotrophic lateral sclerosis,4,ORPHANET
C3645536,Autosomal Recessive Centronuclear Myopathy,4,ORPHANET
C3711384,"Distal Hereditary Motor Neuropathy, Type II",4,ORPHANET
C3714534,dowling-degos disease,4,ORPHANET
C3887892,Aortic Valve Disease 1,4,ORPHANET
C4304537,2p21 microdeletion syndrome,4,ORPHANET
C4304832,Primary pigmented nodular adrenocortical disease,4,ORPHANET
C4707228,Inherited acute myeloid leukemia,4,ORPHANET
C4755264,Severe intellectual disability and progressive spastic paraplegia,4,ORPHANET
C0003076,Aniridia,3,ORPHANET
C0004779,Basal Cell Nevus Syndrome,3,ORPHANET
C0005129,Bernard-Soulier Syndrome,3,ORPHANET
C0013261,Duane Retraction Syndrome,3,ORPHANET
C0014084,Enchondromatosis,3,ORPHANET
C0014805,Primary Erythermalgia,3,ORPHANET
C0020192,Hyaline Membrane Disease,3,ORPHANET
C0022541,Kearns-Sayre syndrome,3,ORPHANET
C0022738,Klippel-Feil Syndrome,3,ORPHANET
C0023473,"Myeloid Leukemia, Chronic",3,ORPHANET
C0024507,Majewski Syndrome,3,ORPHANET
C0027092,Myopia,3,ORPHANET
C0029463,Osteosarcoma,3,ORPHANET
C0032463,Polycythemia Vera,3,ORPHANET
C0033375,Prolactinoma,3,ORPHANET
C0035220,"Respiratory Distress Syndrome, Newborn",3,ORPHANET
C0036920,Sezary Syndrome,3,ORPHANET
C0037052,Sick Sinus Syndrome,3,ORPHANET
C0039101,synovial sarcoma,3,ORPHANET
C0039263,Takayasu Arteritis,3,ORPHANET
C0085390,Li-Fraumeni Syndrome,3,ORPHANET
C0149925,Small cell carcinoma of lung,3,ORPHANET
C0151516,Thyroid Hypoplasia,3,ORPHANET
C0158683,Polycystic liver disease,3,ORPHANET
C0175699,Saethre-Chotzen Syndrome,3,ORPHANET
C0175700,Multiple synostosis syndrome,3,ORPHANET
C0205824,"Liposarcoma, Dedifferentiated",3,ORPHANET
C0206115,WAGR Syndrome,3,ORPHANET
C0206651,Clear Cell Sarcoma of Soft Tissue,3,ORPHANET
C0206655,Alveolar rhabdomyosarcoma,3,ORPHANET
C0220679,"Ehlers-Danlos Syndrome, Autosomal Dominant, Type Unspecified",3,ORPHANET
C0220722,Cerebrooculofacioskeletal Syndrome 1,3,ORPHANET
C0221043,Liddle Syndrome,3,ORPHANET
C0264080,Juvenile osteoporosis,3,ORPHANET
C0265219,Miller Dieker syndrome,3,ORPHANET
C0265233,Cryptophthalmos syndrome,3,ORPHANET
C0265269,Lacrimoauriculodentodigital syndrome,3,ORPHANET
C0265329,Organoid Nevus Phakomatosis,3,ORPHANET
C0265534,Scaphycephaly,3,ORPHANET
C0266361,True Hermaphroditism (disorder),3,ORPHANET
C0267663,"Congenital secretory diarrhea, sodium type (disorder)",3,ORPHANET
C0268350,"Cutis Laxa, Autosomal Dominant",3,ORPHANET
C0268355,"Cutis Laxa, Autosomal Recessive, Type IIA",3,ORPHANET
C0268446,Thyrotoxic periodic paralysis,3,ORPHANET
C0271742,Glucocorticoid deficiency with achalasia,3,ORPHANET
C0271985,Delta-Beta Thalassemia,3,ORPHANET
C0272051,Xerocytosis,3,ORPHANET
C0272052,Rh Deficiency Syndrome,3,ORPHANET
C0272170,Shwachman syndrome,3,ORPHANET
C0272350,"Dysfibrinogenemia, Congenital",3,ORPHANET
C0280302,Squamous cell carcinoma of lip,3,ORPHANET
C0280313,Squamous cell carcinoma of oropharynx,3,ORPHANET
C0280321,Squamous cell carcinoma of the hypopharynx,3,ORPHANET
C0280324,Laryngeal Squamous Cell Carcinoma,3,ORPHANET
C0332890,Congenital hemihypertrophy,3,ORPHANET
C0340834,Hennekam lymphangiectasia-lymphedema syndrome,3,ORPHANET
C0342282,Multiple synostoses syndrome 1,3,ORPHANET
C0342289,Diabetes-deafness syndrome maternally transmitted (disorder),3,ORPHANET
C0342544,Idiopathic central precocious puberty,3,ORPHANET
C0342881,Familial hypercholesterolemia - homozygous,3,ORPHANET
C0343057,Keratosis pilaris decalvans,3,ORPHANET
C0343110,Epidermolytic palmoplantar keratoderma of Vorner,3,ORPHANET
C0376532,"Epilepsy, Rolandic",3,ORPHANET
C0393702,Myoclonic Astatic Epilepsy,3,ORPHANET
C0399379,"Dentin dysplasia, type 1",3,ORPHANET
C0399440,Hereditary gingival fibromatosis,3,ORPHANET
C0406702,"Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive",3,ORPHANET
C0410207,Tubular Aggregate Myopathy,3,ORPHANET
C0432261,Osteopetrosis - intermediate type,3,ORPHANET
C0555202,"Malignant lymphoma - lymphocytic, intermediate differentiation",3,ORPHANET
C0566602,Primary sclerosing cholangitis,3,ORPHANET
C0585362,Squamous cell carcinoma of mouth,3,ORPHANET
C0751337,X-Linked Emery-Dreifuss Muscular Dystrophy,3,ORPHANET
C0751785,Unverricht-Lundborg Syndrome,3,ORPHANET
C0795996,"STRIATONIGRAL DEGENERATION, INFANTILE (disorder)",3,ORPHANET
C0796004,Kabuki make-up syndrome,3,ORPHANET
C0796013,Zimmerman Laband syndrome,3,ORPHANET
C0796022,Lujan Fryns syndrome,3,ORPHANET
C0796070,"MICROPHTHALMIA, SYNDROMIC 7",3,ORPHANET
C0796147,Acrocallosal Syndrome,3,ORPHANET
C0852283,Respiratory Distress Syndrome,3,ORPHANET
C0872218,MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY SYNDROME,3,ORPHANET
C1321489,Torre-Muir syndrome,3,ORPHANET
C1370889,"Liposarcoma, well differentiated",3,ORPHANET
C1449843,"Pseudohypoaldosteronism, Type I, Autosomal Recessive",3,ORPHANET
C1536451,Central areolar choroidal sclerosis,3,ORPHANET
C1708349,Hereditary Diffuse Gastric Cancer,3,ORPHANET
C1721006,"Keratoderma, Palmoplantar, Epidermolytic",3,ORPHANET
C1832174,DOYNE HONEYCOMB RETINAL DYSTROPHY,3,ORPHANET
C1832388,"Platelet Disorder, Familial, with Associated Myeloid Malignancy",3,ORPHANET
C1832409,Crisponi syndrome,3,ORPHANET
C1832588,Chromosome 11p11.2 Deletion Syndrome,3,ORPHANET
C1832702,"BRACHYDACTYLY, TYPE A2",3,ORPHANET
C1832940,JUVENILE POLYPOSIS OF STOMACH,3,ORPHANET
C1833308,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE V",3,ORPHANET
C1833561,UV-Sensitive Syndrome,3,ORPHANET
C1833661,PAROXYSMAL EXTREME PAIN DISORDER,3,ORPHANET
C1833662,INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE AND FRONTOTEMPORAL DEMENTIA,3,ORPHANET
C1833921,Familial medullary thyroid carcinoma,3,ORPHANET
C1838062,Autosomal Dominant Lateral Temporal Lobe Epilepsy,3,ORPHANET
C1842466,"Uniparental disomy, paternal, chromosome 14",3,ORPHANET
C1843139,"Hypercholanemia, Familial",3,ORPHANET
C1845668,Perisylvian syndrome,3,ORPHANET
C1846242,"Alport Syndrome, Mental Retardation, Midface Hypoplasia, and Elliptocytosis",3,ORPHANET
C1846790,JOUBERT SYNDROME 4 (disorder),3,ORPHANET
C1847319,PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA,3,ORPHANET
C1848201,Subcortical Band Heterotopia,3,ORPHANET
C1848947,COLD-INDUCED SWEATING SYNDROME 1,3,ORPHANET
C1849387,"Rh-Null, Regulator Type",3,ORPHANET
C1852020,Malattia Leventinese,3,ORPHANET
C1852021,"Drusen, Radial, Autosomal Dominant",3,ORPHANET
C1855789,Self-Healing Collodion Baby,3,ORPHANET
C1856184,"HEMIHYPERPLASIA, ISOLATED",3,ORPHANET
C1858477,"Epilepsy, Partial, with Variable Foci",3,ORPHANET
C1858496,"Advanced Sleep-Phase Syndrome, Familial",3,ORPHANET
C1859049,CCHS WITH HIRSCHSPRUNG DISEASE,3,ORPHANET
C1859312,CAMFAK syndrome,3,ORPHANET
C1862151,"BRACHYDACTYLY, TYPE A1 (disorder)",3,ORPHANET
